id,supplement,type,name,ruby,timing,skill,dfclty,target,rng,urge,flavor,effect,ref_faq_id,ref_info_id,update,other_ver_id,rel_elois_id,type_order,urge_order
LM-拒絶の結界,LM,一般,拒絶の結界,キョセツノケッカイ,常時,—,自動成功,自身,至近,嫌悪,何者をも拒み、嫌悪する意志が、物理的な障壁を構築するにまで達していることを表わすEロイス。この心の壁が存在する限り、他者があなたを傷つけることは極めて難しい。,あなたは30点以下のHPダメージを無効化する。ただし、31点以上のHPダメージは、そのすべてが適用される。また、あなたが一度でもダメージを受けた場合、《拒絶の結界》は、そのシーンが終了するまで効果を失う。このEロイスは複数取得することで効果が変わる。ひとつ追加するごとに、無効化できるダメージが30点ずつ増加するものとする。たとえばあなたがふたつの《拒絶の結界》を取得している場合、60点以下のダメージは無効化し、61点以上のダメージはすべて適用される。,,,,,,0,7
LM-盾砕きの毒,LM,一般,盾砕きの毒,タテクタキノトク,セットアッププロセス,—,自動成功,シーン(選択),視界,嫌悪,他者を守ろうとする心を、不信と嫌悪で腐らせるEロイス。あなたは、人が人を守ろうとする献身の想いを激しく嫌悪している。そして、そのような者の心を狂気で蝕み犯すことで、あなたは暗い喜びを得るのだ。だがそれは、あなたを認めてくれる他者を渇望する心の裏返しなのかもしれない。,このEロイスが使用されたラウンドの間、あなたの攻撃に対してカバーリングを行なった者は、そのメインプロセス終了後に侵蝕率が1D上昇する。,,,,,,0,7
LM-殺戒現出,LM,一般,殺戒現出,サッカイケンシュツ,セットアッププロセス,〈意志〉,対決,シーン,視界闘争,闘争,その場の全員に闘争の衝動を植えつけ、暴力の支配する空間へと変容させてしまうEロイス。そこに平和的な解決などあろうはずもなく、ただひたすらに凄惨な命のやり取りだけが、唯一の共通言語となる。この力の源となったのは、闘争に至上の快楽を見出す飢えた精神そのものだ。……さあ、闘え！,対象の〈意志〉と対決を行なうこと。あなたが勝利したら、対象にバッドステータスの暴走を与え、そのラウンドの間、対象は攻撃以外のあらゆる判定のダイスが−3個される。あなたはこのEロイスの効果を受けない。,,,,上級-殺戒現出,LM-奈落の修羅,0,8
LM-修羅の世界,LM,一般,修羅の世界,シュラノセカイ,オートアクション,—,自動成功,自身,至近,闘争,あらゆる不利な状況を振り払い、再び全力をもって戦える状態へと舞い戻るEロイス。たとえ身体が砕け、魂がすり減ろうとも、あなたの凄絶な戦いに終わりの時は来ない。永遠の闘争、それこそがあなたの願いだからだ。,いつでも使用できる。バッドステータス、封鎖、ダイスや達成値へのペナルティ、エフェクトの効果など、あなたが受けている不利な効果をすべて打ち消す。どこまでが不利な効果に該当するかはGMが判断すること。このEロイスはあなたが戦闘不能でも使用でき、その場合はさらに戦闘不能を即座に回復し、HPを1点まで回復する。,,,,上級-修羅の世界,LM-奈落の修羅,0,8
LM-永劫闘争,LM,シナリオクラフト専用,永劫闘争,エイコウトウソウ,セットアッププロセス,—,自動成功,効果参照,効果参照,闘争,戦いとは、あなたにとって永遠に続くべきものである。開戦とか休戦とかいうものは、その戦いの中の準備期間に過ぎず、大きなレベルで見れば永劫の闘争の一局面に過ぎない。あなたの闘争本能が伝播し、PCに敵意を燃やす者が増えることを表わすEロイス。,シナリオクラフトプレイ中のセットアッププロセスに使用する。そのシーン中、クリンナッププロセスのたびにGMはエネミーチャートをROCし、指定されたエネミーがPCの敵対者として登場する。登場の理由は通常のシナリオクラフトプレイ同様、GMとプレイヤーが話し合って決定すること。このEロイスはあなたがシーンに登場していなくても使用できる。,,,,PE-永劫闘争,,1,8
LM-奈落の修羅,LM,シナリオクラフト専用,奈落の修羅,ナラクノシュラ,オートアクション,—,自動成功,自身,至近,闘争,あなたが闘争のことだけを考え、それだけを心に念じることによって、戦場に特化した能力を得たことを表わすEロイス。あなたは闘争そのものが具現化したいわば修羅であり、そしてそのことに何ら疑問を抱かない。,シナリオクラフトプレイにおけるクライマックスフェイズの開始時に使用する。あなたは、《ありえざる存在》、《傲慢な理想》、《さらなる絶望》、《殺戒現出》、《修羅の世界》のうちからひとつを選択して使用できるようになる。追加されたEロイスは経験点の計算に通常のEロイスとして加算される。,,,,PE-奈落の修羅,LM-ありえざる存在 LM-傲慢な理想 LM-さらなる絶望 LM-殺戒現出 LM-修羅の世界,1,8
LM-不死英雄,LM,一般,不死英雄,フシエイユウ,常時,—,自動成功,自身,至近,闘争,想像を絶する闘争の果て、神話の英雄のごとき不死性を得たことを表わすEロイス。あなたは、ある特定の攻撃に対して完全な耐性を得ている。,このEロイスを取得する際に能力値をひとつ指定し、《不死英雄:肉体》のように記述すること。あなたは、指定された能力値を用いた攻撃から受けるダメージは自動的に0になる。なお、この不死性には、それを維持するための条件を設定しなければならない。その条件を破壊することで、このEロイスは解除される。条件の例としては、PCがあなたに対するSロイスを取得する、想い出の品を破壊される、他の攻撃手段で一度戦闘不能にされるなどといったものが挙げられる。詳細はGMが決定すること。なお、このEロイスはひとつしか取得することができない。,,,,,,0,8
LM-敗者死すべし,LM,一般,敗者死すべし,ハイシャシスヘシ,常時,—,自動成功,自身,至近,闘争,敗者を一顧だにしない精神性を表わすEロイス。あなたにとって敗者とは、すべてを略奪され、消え去るべき存在である。ましてや、その敗者が勝者に再び刃を向けることなど許すことはできない。,このEロイスは、あなたの攻撃で戦闘不能になったキャラクターが、タイタスやエフェクトなどの効果で戦闘不能から回復した場合に効果を発揮する。その戦闘が終了するまで、あなたが行なうあらゆる判定のダイスに+1個する。この効果は、キャラクターが戦闘不能から回復するたびに累積する。,,,,,,0,8
LM-虚実崩壊,LM,一般,虚実崩壊,キョシツホウカイ,メジャーアクション,—,自動成功,効果参照,効果参照,妄想,あなたの妄想を具現化するEロイス。凝り固まった狂気と妄念が、虚実定かならぬ領域に達したその時、幻想と現実は境界を越える。あなたを止めない限り、世界の有り様は恐るべき崩壊の一途を辿るだろう。,あなたの妄想が実体化し、世界が大きく変化する。その結果何が起きるのかは、GMが決定すること。ステージ内で設定されているルールを変更してもよい。この効果はあなたが死亡するまで継続する。GMは任意にこのEロイスの効果を解除する条件を作成してもよい。,,,,上級-虚実崩壊,,0,9
LM-妄念の姿,LM,一般,妄念の姿,モウネンノスカタ,常時,—,自動成功,自身,至近,妄想,レネゲイドの力で肉体と精神を変容させ、理想とする自分へと姿を変えるEロイス。姿だけでなく、その能力までもが思うがままと化す。他者へのコンプレックスや嫉妬、自己嫌悪といった感情が、このEロイスの源となっていることが多く、他人の姿をそっくり模すこともある。,このEロイスの取得時に、あなたが所持していないシンドロームからエフェクトひとつを指定する。あなたは指定したエフェクトを任意のレベルで取得する。「制限:●●」のものやエネミーエフェクトも指定できる。ただし、エフェクトに記載されている最大レベルを超えて取得することはできない。またあなたの外見や年齢、性別、立ち振る舞いなどを、あなたの望む姿に変更する。GMは任意にこのEロイスの効果を解除する条件を作成してもよい。,,,,上級-妄念の姿,,0,9
LM-歪んだ理想,LM,シナリオクラフト専用,歪んだ理想,ユカンタリソウ,オートアクション,—,自動成功,効果参照,効果参照,妄想,あなたの歪んだ理想が世界そのものを狂わせ、人々の考えにさえ作用することを表わすEロイス。あなたの妄想はあまりにも確固としたものであるため、やがて人々の本来の自我さえ歪めていく。,シナリオクラフトプレイにおいて、ハプニングチャートを振った直後に使用する。チャートの効果に加え、生存しているすべてのプレサージの「夢と理想」を新たにROCする。これは演出的には、あなた(BOSS)の影響によって人格が少しずつ変化していることを表わすが、GMとプレイヤーの合意が得られたなら、それ以外の演出を行なってもよい。もちろんROCであるから、変化させないことを選択してもよい。このEロイスはあなたがシーンに登場していなくても使用できる。,,,,PE-歪んだ理想,,1,9
LM-本質的虛構,LM,シナリオクラフト専用,本質的虛構,ホンシツテキキョウ,オートアクション,—,自動成功,効果参照,効果参照,妄想,あなたの妄想が他者に伝染することを表わすEロイス。それはもしかしたら世界というものの、一面の皮肉を切り取ったものなのかもしれないが、同じ妄想を共有できないものにとっては悪夢に他ならない。,シナリオクラフトプレイにおいてイベントチャートを振る直前に使用する。そのイベントの内容を[シーンプレイヤーが悪夢を見る]に変更する。悪夢の内容は、デウスエキス・マキナチャートをROCして決定すること。これはトラップとして扱い、解除難易度は+1Dされる。このEロイスはあなたがシーンに登場していなくても使用できる。,,,,PE-本質的虛構,,1,9
LM-心の爆弾,LM,一般,心の爆弾,ココロノハクタン,メジャーアクション,—,自動成功,単体,至近,妄想,あなたの妄想渦巻く心象風景を他者に送り込み、その精神を崩壊させるEロイス。あなたが視ている世界の実相は、常人にとっては常軌を逸しており、完全に理解不能で、そのごく一部を解明することすらできない。近づく者は、狂気に陥るのみだ。,このEロイスはエキストラに対してのみ効果を発揮する。対象となった者は通常の精神活動を停止し、あなたの妄想にとって都合のよい行動だけを行なう人形となる。この効果を解除するにはGMが設定した条件(ロイスを結ぶ、〈交渉〉による説得やエフェクトの使用など)を満たさなければならない。なお、対象が正気に戻された場合、あなたは自動的にその事実を察知できる。,,,,,,0,9
LM-マジカル☆リクエスト,LM,一般,マジカル☆リクエスト,マシカルリクエスト,オートアクション,—,自動成功,自身,至近,妄想,妄想により現実をねじ曲げ、存在しない物品を生み出すEロイス。信じれば夢は叶う……あなたは、誰よりもこの言葉を好んでいる。そう、あなたには可能なのだ。信じるだけで、求めるものは手に入る。努力なんていらない。ただ信じ、祈るだけで願いは満たされるのだから。,いつでも使用できる。あなたは、自分が望んだアイテムを即座に準備し、装備することができる。Dロイスの効果で入手できるアイテムや他のシンドロームのユニークアイテムであってもなたは入手し、使用することができる。ただし、入手したアイテムは、そのシーンの終了と同時に失われる。,,,,,,0,9
LM-黒き歓び,LM,一般,黒き歓び,クロキヨロコヒ,常時,—,自動成功,自身,至近,自傷,傷を受けるごとにあなたのレネゲイドが活性化し、よりパワーアップすることを表わすEロイス。傷付き、苛まれ、血を流すことはあなたの本望だ。痛みと共に全身を包む黒い歓喜が、あなたにさらなる力を与え、さらなる地獄へ自身と、そして周囲をいざなうだろう。,あなたがダメージを受けるごとに効果を発揮する。そのシーン中にあなたが行なう、あらゆる判定の達成値に+2する。ひとつのダメージに対しては1回しか効果を発揮せず、この効果は重複する。,,,,上級-黒き歓び,,0,10
LM-自虐の刃,LM,一般,自虐の刃,シキャクノヤイハ,オートアクション,—,自動成功,シーン(選択),視界,自傷,強烈な自傷衝動を、他者にも伝染させるEロイス。みずからを消し去りたい、死んでしまいたいというあなたの衝動は、自身にとどまらず、世界そのものを巻き添えにするまでに肥大化した。その影響があらゆる生物の自壊機能、すなわち自殺衝動を強制的に喚起するのだ。あなたの望む死は、すべての生者を道連れにすることで初めて達成されるだろう。,衝動判定が行なわれる直前に使用する。その衝動判定に失敗したキャラクターは、バッドステータスの憎悪を受ける。憎悪の対象はそれぞれのキャラクター自身となる。,,,,上級-自虐の刃,LM-デスウィッシュ,0,10
LM-聖痕陶醉,LM,シナリオクラフト専用,聖痕陶醉,セイコントウスイ,オートアクション,—,自動成功,効果参照,効果参照,自傷,あなたが傷つくたび、あなたはみずからの痛みに陶酔する。そのことがあなたをさらに強くするEロイス。あなたが人を傷つけるのは、自分を傷つけて欲しいからだ。あなたはそうすることでしか他人とふれあえない。,シナリオクラフトプレイにおいて、あなたがHPダメージを受けた回数と同じだけ、あなたはあらゆる判定にダイスボーナスを得る(最大10個)。GMが認めるならば、あなたがミドルフェイズで受けたケガや病気などを、HPダメージを受けた回数に数えてもよい。,,,,PE-聖痕陶醉,,1,10
LM-死神のいざない,LM,シナリオクラフト専用,死神のいざない,シニカミノイサナイ,オートアクション,—,自動成功,効果参照,効果参照,自傷,死。それはあなたにとって甘美な眠りのようなものだ。オーヴァードであるがゆえになまじなことで死ぬことができないあなたは、強く死に引きつけられている。そして、その安らぎに憧れるあなたの心が脆弱な只人の心を引き裂くことを表わすEロイス。,シナリオクラフトプレイにおいて、イベントチャートを振る直前に使用する。そのイベントを、[ヒロインが衝動的に自殺を試みる]に変更する。これはトラップとして扱い、解除難易度は+1D10される。具体的なイベントの内容そのものは、一般的なシナリオクラフトのイベント同様にGMとプレイヤーが話し合って決定すること。判定に失敗した場合ヒロインがどうなるかはGMが決定せよ。このEロイスはあなたがシーンに登場していなくても使用できる。,,,,PE-死神のいざない,,1,10
LM-デスウィッシュ,LM,一般,デスウィッシュ,テスウィッシュ,オートアクション,—,自動成功,効果参照,効果参照,自傷,あなたが誰よりも死に憧れ、希求していることを表わすEロイス。その恋心は、己を切り裂く刃を研ぎ澄まし、確実な死をもたらしてくれることだろう。数多くの道連れと共に、あなたはこの憂き世から解放されるのだ。,あなたが《自虐の刃》を使用する際に、同時に使用する。《自虐の刃》で与えられたバッドステータスの憎悪の効果を受けている間に行なう、あなた自身に対する攻撃のダメージに+2Dする。,,,,,LM-自虐の刃,0,10
LM-死は甘きもの,LM,一般,死は甘きもの,シハアマキモノ,常時,—,自動成功,自身,至近,自傷,あなたが痛みをこよなく愛し、その喜びを他者にも振る舞いたいという歪んだ喜捨精神を表わすEロイス。あなたにとって痛みは無上の喜びだが、世間の常人にとってはただの苦痛でしかない。だが、彼らの悲鳴や怨嗟の声など、あなたに届きはしないのだ。あなたと彼らの間にはどうやっても埋めることのできない、痛みと喜びの溝が存在している。,あなたがダメージを受けた場合、あなたにダメージを与えたキャラクターの侵蝕率はただちに3点上昇する。あなたの狂った官能で精神を汚染されるためだ。,,,,,,0,10
LM-怯えのまなざし,LM,一般,怯えのまなざし,オヒエノマナサシ,イニシアチブプロセス,—,自動成功,シーン(選択),視界,恐怖,あなたが世界や他人、あるいは自分自身に対して感じている絶望的な恐怖を、他者にまで伝搬させるEロイス。あなたを理解しようとする者は、あなたが見えているモノを見、聞こえているモノを聞いてしまう。それは精神を破壊するに足る圧倒的絶望であり、味わってしまった哀れな犠牲者を正気ではすまさないだろう。そう、あなたと同様に。,あなたに対するロイスを取得しているキャラクターしか対象にできない。対象にバッドステータスの暴走を与える。,,,,上級-怯えのまなざし,,0,11
LM-絶対拒絕,LM,一般,絶対拒絕,セッタイキョセツ,常時,—,自動成功,自身,至近,恐怖,あなたが他者を恐怖し、激しく拒絶する心の声が、周囲を物理的に侵蝕することを表わすEロイス。あなたに近づいた者は、肉体と精神を破壊され、異形の存在、すなわちあなたと同質のものへと成り果てるだろう。あるいはそれが、唯一あなたが恐怖せずに済む姿なのかもしれない。,あなたにエンゲージしたキャラクターは、即座に侵蝕率が1D10点上昇する。この侵蝕率上昇は一度離れて再びあなたにエンゲージした場合、再び効果を発揮する。また、これにより非オーヴァードがオーヴァードに覚醒したり、即座にジャーム化するとしてもよい。,,,,上級-絶対拒絕,,0,11
LM-未知なる姿,LM,シナリオクラフト専用,未知なる姿,ミチナルスカタ,オートアクション,—,自動成功,効果参照,効果参照,恐怖,あなたが他者を恐怖するがゆえに、みずからの肉体や精神、時には記憶さえもレネゲイドによって変貌させることができるようになったことを表わすEロイス。あなたは自身の身体的特徴や性別、記憶、価値観などを変化させることができる。動物や植物になってもよいが、データ的な差異はないものとする。,シナリオクラフトプレイにおいて使用した場合、トリガーイベントで明かされるあなたの正体が、それまでの姿と違っても構わないものとする。実は登場していた複数のNPCがすべてあなただった、としてもよい。また、プレサージチャートを新しく振って、本当のあなたの外見や内面を決定し直しても構わない。最終的にはGMが決定せよ。,,,,PE-未知なる姿,,1,11
LM-宇宙的恐怖,LM,シナリオクラフト専用,宇宙的恐怖,ウチュウテキキョウフ,オートアクション,—,自動成功,効果参照,効果参照,恐怖,あなたの抱く世界への際限なき恐怖が幻像として世界に投影され、人々に目撃されることでさらなる恐怖をまき散らすことを表わすEロイス。,シナリオクラフトプレイにおいて、イベントチャートを振る直前に使用する。そのイベントを、[宇宙的恐怖の幻影が出現する]に変更する。これはトラップとして扱い、解除難易度は+1D10される。具体的なイベントの内容そのものは、一般的なシナリオクラフトのイベント同様にGMとプレイヤーが話し合って決定すること。このEロイスはあなたがシーンに登場していなくても使用できる。,,,,PE-宇宙的恐怖,,1,11
LM-離れ難き隣人,LM,一般,離れ難き隣人,ハナレカタキリンシン,イニシアチブプロセス,〈意志〉,対決,範囲(選択),視界,恐怖,孤独への恐怖を与えるEロイス。あなたは孤立を恐れており、その恐怖は他者の心にも影響をおよぼす。あなたの恐怖に触れた者は足がすくみ、手は震え、隣にいる友から離れようなどとは夢にも思わなくなるのだ。,あなたは対象と〈意志〉による対決を行なうこと。敗北した対象は、そのラウンドの間、あらゆる移動が不可能になる。ただし、《吹き飛ばし》のような強制移動を行なわせるエフェクトの効果は受けるものとする。,,,,,,0,11
LM-闇の呼び声,LM,一般,闇の呼び声,ヤミノヨヒコエ,イニシアチブプロセス,—,自動成功,シーン,視界,恐怖,孤独を恐れる心の叫びにより、強引に人々をそばへと引き寄せるEロイス。あなたは孤独を恐れている。恐れるがゆえに、すべての人間を一箇所に集め、己の支配下に置きたがるのだ。あなたの叫びを聞いた者は、どんな遠方にいようとも、ただちにあなたのもとに集う。,このEロイスが使用されると、シーンに登場しているキャラクターは、即座にあなたにエンゲージする。どれだけ距離が離れていても、物理的に移動が不可能な状態であっても、この効果は発揮される。当然ながら、バッドステータスの硬直を受けている状態でもエンゲージしなければならない。,,,,,,0,11
LM-怨念の一打,LM,一般,怨念の一打,オンネンノイチタ,オートアクション,—,自動成功,自身,至近,憎悪,怒りと憎悪の念によって、あなたを傷つけた相手に殺意を反射するEロイス。あなたの衝動の源泉は、あなたを傷つけ、拒もうとする周囲の世界に対しての飽くなき憎悪だ。あなたの存在を否定しようとする者を、あなたは決して許しはしない。たとえ諸共に道連れにしようとも、地獄に叩き込まずには済まさないだろう。,あなたがHPダメージを受けた直後に使用する。あなたにそれを与えたキャラクターに、あなたが受けたのと同じだけのHPダメージを与える。このダメージはあらゆる手段で軽減できない。,,,,上級-怨念の一打,,0,12
LM-憎しみの楔,LM,一般,憎しみの楔,ニクシミノクサヒ,オートアクション,—,自動成功,単体,視界,憎悪,妄執の域にまで凝り固まった憎悪の念を伝染させ、対象をその渦中に引きずり込むEロイス。あなたの発する悪意にあてられた者は、その狂気に一時的に取り込まれ、心のどこかが壊れてしまうのだ。ゆえに、あなたという怪物と戦おうとするものは、何かを犠牲にせずにはいられない。たとえ戦う理由が正しく気高いものであろうとも、憎悪の炎に身を焦がされ、ついにはあなたと同じ存在に成り果ててしまうだろう。,いつでも使用できる。対象が取得しているロイスひとつを選択し、タイタスに変える。タイタスに変化したことでどのような影響が出るのかはGMが任意に決定してよい。,,,,上級-憎しみの楔,,0,12
LM-憎しみの連鎖,LM,シナリオクラフト専用,憎しみの連鎖,ニクシミノレンサ,常時,—,自動成功,自身,至近,憎悪,あなたの抱く怒りと憎悪が伝染し、必要のない復讐や、闇雲な戦線拡大を巻き起こすことを表わすEロイス。あなたの我欲によって始まった戦いは、やがてあなたの周囲を巻き込み、悲しみと憎しみばかりを広げていく。,シナリオクラフトプレイのクライマックスフェイズにおいて、あなたと同一エンゲージにジャーム:クラスター(『ルール2』P264)を[エネミーチャートをROCした回数]だけ出現する。出現するエネミーをGMの判断で変更してもよい。,,,,PE-憎しみの連鎖,,1,12
LM-黒き業炎,LM,シナリオクラフト専用,黒き業炎,クロキコウエン,オートアクション,—,自動成功,効果参照,効果参照,憎悪,あなたの持つ妄執と憎悪の連鎖が、巡り巡って他者をもその憎悪に巻き込むことを表わすEロイス。憎悪の業炎はあなたを焼き尽くすばかりでなく、他人をもその贄にせずにはおかない。,シナリオクラフトプレイにおいて、イベントチャートを振る直前に使用する。そのイベントを、[NPCが憎悪によってPCに刃を向ける]に変更する。これはトラップとして扱い、解除難易度は+1D10される。登場するNPCはプレサージから選択してもよいし、NPCチャートやランダムNPCチャートを参照してもよい。このEロイスはあなたが登場していなくても使用できる。,,,,PE-黒き業炎,,1,12
LM-潜伏憎悪,LM,一般,潜伏憎悪,センフクソウオ,メジャーアクション,〈意志〉,対決,単体,視界,憎悪,焼けつくほどの憎悪を他者の心の奥底に潜ませるEロイス。あなたは他者を憎むだけでなく、他者の心に憎しみの種を植えつける術にも長けているのだ。,あなたは対象と〈意志〉による対決を行なうこと。あなたが勝利した場合、対象にバッドステータスの憎悪を与える。憎悪の対象はあなたの任意だが、対象自身を指定することはできない。この憎悪は通常の方法では解除できず、シーンが変わっても持続する。解除するためには、GMが設定した条件(憎悪の対象にロイスを結ぶ、憎悪の対象に戦闘不能に追い込まれる、など)を満たさなければならない。,,,,,,0,12
LM-地獄の季節,LM,一般,地獄の季節,シコクノキセツ,イニシアチブプロセス,—,自動成功,シーン,視界,憎悪,暴力の嵐を巻き起こし、それに紛れて退場するEロイス。あなたは人の暴力衝動に火をつけ、煽ることで、騒乱という大火にまで発展させることができる。,このEロイスが使用されると、シーンに怒れる暴徒が登場し、乱暴狼藉を働く。彼らはあなたのEロイスによって一時的に恐るべき力を与えられ、暴走状態に陥った一般人である。シーンに登場しているキャラクターは、この暴徒に巻き込まれ2D点のHPダメージを受ける。また、あなたはただちにシーンから退場しても構わない。ダメージの処理が終わると同時に暴徒たちは正気に戻り(暴れている間の記憶はない)、いずこへともなく去ってゆく。,,,,,,0,12
