id,supplement,category,type,name,ruby,maxlv,maxlv_int,timing,skill,dfclty,target,rng,encroach,encroach_int,restrict,premise,flavor,effect,ref_weapon_id,ref_armor_id,ref_faq_id,ref_info_id,update,other_ver_id,rel_power_id,rel_weapon_id,rel_armor_id,rel_vehicle_id,rel_connection_id,rel_general_id,rel_dlois_id,type_restrict_order
EA-レストレインコマンド,EA,一般,一般,レストレインコマンド,レストレインコマント,3,3,マイナーアクション,—,自動成功,自身,至近,4,4,—,,暴走している自身のレネゲイドを強引に落ち着かせるエフェクト。,あなたが受けている暴走を含むバッドステータスを3個回復する。どのバッドステータスを回復するかはあなたが決定する。このエフェクトは1シーンにLV回まで使用できる。,,,,,,基本1-レストレインコマンド,,,,,,,,0
EA-明鏡止水,EA,一般,一般,明鏡止水,メイキョウシスイ,1,1,オートアクション,—,自動成功,自身,至近,5,5,100%,,心を落ち着けてレネゲイドの働きをコントロールするエフェクト。,あなたがなんらかの判定を行なう際に使用する。その判定では、あなたが受けているダイスを減少させる効果を受けない。このエフェクトは1シナリオに1回まで使用できる。,,,,,,,,,,,,,,2
EA-朧の旋風,EA,一般,一般,朧の旋風,オホロノセンフウ,1,1,オートアクション,—,自動成功,自身,至近,10,10,100%,,超高速で動くエフェクト。,あなたがドッジに成功した直後に使用する。あなたはメインプロセスを行なう。このメインプロセスは、行動済みでも行なうことができ、行なっても行動済みにならない。ただし、そのメインプロセスの終了後、あなたは10点のHPを消費する。このエフェクトは1シナリオに1回まで使用できる。,,,,,,IC-朧の旋風,,,,,,,,2
EA-パーフェクトサクセス,EA,一般,一般,パーフェクトサクセス,ハーフェクトサクセス,3,3,メジャーアクション/リアクション,効果参照,—,—,—,4D10,40,120%,,レネゲイドによって完璧な成功を呼び込むエフェクト。,あらゆる判定に組み合わせることができる。組み合わせた判定のクリティカル値を−LV(下限値7)する。このエフェクトは1シナリオに1回まで使用できる。,,,,,,基本2-パーフェクトサクセス,,,,,,,,3
EA-異形の痕,EA,一般,イージー,異形の痕,イキョウノキスアト,1,1,オートアクション,—,自動成功,自身,至近,—,0,—,,あなたがオーヴァード化によって、特徴的な異形を得たことを表わすエフェクト。身体の一部が異形に変化する。これは非常に特徴的なものであり、あなたが外見を隠しても、どのような姿に変貌していても、このエフェクトを使用することで、知る者が見ればあなただと判別することができる。,,,,,,,IC-異形の痕,,,,,,,,50
EA-シークレットトーク,EA,一般,イージー,シークレットトーク,シークレットトーク,1,1,オートアクション,—,自動成功,単体,視界,—,0,—,,オーヴァードのみに通じる特別な声で会話を行なうエフェクト。そのシーンの間、周囲の非オーヴァードには聞き取れない特殊な声での会話が可能になる。話しかけられた相手も、このエフェクトの効果により一時的に同様の声で返答を行なうことができる。ただし、この会話はオーヴァードなら誰にでも聞こえる。,,,,,,,IC-シークレットトーク,,,,,,,,50
EA-超越者の眼力,EA,一般,イージー,超越者の眼力,チョウエツシャノカンリキ,3,3,メジャーアクション,〈意志〉,自動成功,範囲(選択),至近,1,1,—,,オーヴァードが持つ超常的な迫力によって、対象を無力化する。非オーヴァードのキャラクターのみ対象にでき、使用すると、対象はエキストラになる。《ワーディング》の効果を受けないキャラクターは、このエフェクトの効果も受けることはない。このエフェクトは1シナリオにLV回まで使用できる。,,,,,,,IC-超越者の眼力,,,,,,,,50
EA-超越的能力,EA,一般,イージー,超越的能力,チョウエツテキノウリョク,5,5,常時,—,自動成功,自身,至近,—,0,—,,超強力なエフェクトを使用するエフェクト。あなたの取得しているイージーエフェクトのうち、エキストラもしくは非オーヴァードのみを対象とするエフェクトをLV個選択する。選択したエフェクトは、効果に同意したキャラクターならエキストラ以外やオーヴァードのキャラクターにも効果を発揮する。,,,,,,,IC-超越的能力,,,,,,,,50
EA-超人的代謝,EA,一般,イージー,超人的代謝,チョウシンテキタイシャ,1,1,常時,—,自動成功,自身,至近,—,0,—,,あなたが超人的な代謝機能を持つことを表わすエフェクト。あなたはダメージやデータとして処理されない程度のケガや病気を素早く治癒するし、アルコールやドラッグなどを高速で分解、あるいは影響を受けない。ただし、あなたは通常よりも大量のカロリーを必要とするようになる。,,,,,,,IC-超人的代謝,,,,,,,,50
EA-変貌の果て,EA,一般,イージー,変貌の果て,ヘンホウノハテ,1,1,常時,—,自動成功,自身,至近,—,0,—,,あなたがオーヴァードとして覚醒した際に、かつての外見から変貌を遂げたことを表わすエフェクト。あなたはオーヴァードとなる以前とは外見のどこかが大きく異なっている。過去のあなたを知る者が同一人物かどうか判断するために、〈知覚〉による対決を行なってもよい。,,,,,,,IC-変貌の果て,,,,,,,,50
EA-マーキング,EA,一般,イージー,マーキング,マーキンク,1,1,メジャーアクション,〈RC〉,自動成功,効果参照,至近,—,0,—,,オーヴァードのみが判別できるマークを残すエフェクト。このエフェクトを使用すると、現在の場所、あるいは物品ひとつに対し、オーヴァードの存在を示すマークを残すことができる。このマークは非オーヴァードには認識できない。どのようなマークを残すかについての詳細はGMと相談せよ。,,,,,,,IC-マーキング,,,,,,,,50
EA-無面目,EA,一般,イージー,無面目,ムメンモク,10,10,オートアクション,—,自動成功,自身,至近,3,3,—,,あなたがオーヴァードであることを隠すエフェクト。あなたがオーヴァードであるか調べるような行為が行なわれた際に使用する。オーヴァード特有の反応を隠す。必要なら〈知覚〉での対決を行なうこと。その際、あなたの行なう〈知覚〉判定の達成値を+LVする。,,,,,,,IC-無面目,,,,,,,,50
EA-ヒューマンズネイバー,EA,RB,一般,ヒューマンズネイバー,ヒューマンスネイハー,5,5,常時,—,自動成功,自身,至近,—,0,RB,,あなたがレネゲイドビーイングであることをあらわすエフェクト。あなたは人間そっくりに装うことができる。,あなたが行なう衝動判定のダイスを+LV個する。このエフェクトは侵蝕率でレベルアップしない。このエフェクトを取得した場合、侵蝕率基本値を+5する。,,,,,,基本2-ヒューマンズネイバー,UA-アナザーフォーム,,,,,,,45
EA-オリジン:アニマル,EA,RB,一般,オリジン:アニマル,オリシンアニマル,5,5,マイナーアクション,—,自動成功,自身,至近,3,3,RB,,あなたが動物起源の、あるいは動物型、幻獣型のレネゲイドビーイングであることをあらわす。,そのシーンの間、あなたの素手の攻撃力を+[LV×2]する。ただし、このエフェクトが持続している間、素手をのぞくアイテムはすべて装備、使用不可となる。,,,,,,基本2-オリジン:アニマル,EA-カラミティスマッシュ EA-テイクオーバー EA-ハザードコール EA-レネゲイドスマイト HR-アバターフォーム UA-ストックライフ UA-動物統率 UA-アンナチュラルビースト,基本1-素手 IA-素手,UA-上位者の衣,,,IA-アシミレートウェポン IA-古き二十四の証,,45
EA-オリジン:コロニー,EA,RB,一般,オリジン:コロニー,オリシンコロニー,5,5,マイナーアクション,—,自動成功,自身,至近,3,3,RB,,あなたがサンゴ礁や粘菌、森林のように群体からなるレネゲイドビーイングであることをあらわす。,このエフェクトが持続している間、あなたが受ける暴走以外のバッドステータスを即座に回復する。この効果はあなたがLV個のバッドステータスを回復するか、シーンの終了まで持続する。,,,,,,基本2-オリジン:コロニー,EA-カラミティスマッシュ EA-テイクオーバー EA-ハザードコール EA-レネゲイドスマイト HR-アバターフォーム UA-ストックライフ UA-スプリットセルフ UA-コロニアルライフ,,UA-上位者の衣,,,IA-アシミレートウェポン IA-古き二十四の証,,45
EA-オリジン:サイバー,EA,RB,一般,オリジン:サイバー,オリシンサイハー,5,5,マイナーアクション,—,自動成功,自身,至近,2,2,RB,,あなたがネットのプログラムや機械からレネゲイドビーイングとなったことをあらわす。,そのシーンの間、あなたが行なう【社会】を使用した判定の達成値を+[LV×2]する。,,,,,,基本2-オリジン:サイバー,EA-カラミティスマッシュ EA-テイクオーバー EA-ハザードコール EA-レネゲイドスマイト HR-アバターフォーム UA-ストックライフ UA-デジタルゴースト UA-アームズアダプト,,UA-上位者の衣,,,IA-アシミレートウェポン IA-古き二十四の証,,45
EA-オリジン:ヒューマン,EA,RB,一般,オリジン:ヒューマン,オリシンヒューマン,5,5,マイナーアクション,—,自動成功,自身,至近,2,2,RB,,あなたが人間を模した、あるいは機能として人間とさして変わらないオリジンを持つレネゲイドビーイングであることをあらわす。意識を持った従者、人間に擬態したレネゲイド、自我に目覚めたクローンなどがこれにあたる。,そのシーンの間、あなたがエフェクトを使用して判定するあらゆる達成値を+LVする。,,,,,,基本2-オリジン:ヒューマン,EA-カラミティスマッシュ EA-テイクオーバー EA-ハザードコール EA-レネゲイドスマイト HR-アバターフォーム UA-ストックライフ UA-チェンジボディ UA-ウォーキングカラミティ,,UA-上位者の衣,,,IA-アシミレートウェポン IA-古き二十四の証,,45
EA-オリジン:プラント,EA,RB,一般,オリジン:プラント,オリシンフラント,5,5,マイナーアクション,—,自動成功,自身,至近,2,2,RB,,あなたが樹木や草原、あるいはそれに擬態したレネゲイドビーイングであることをあらわす。,そのシーンの間、あなたが行なう【感覚】を使用した判定の達成値を+[LV×2]する。,,,,,,基本2-オリジン:プラント,EA-カラミティスマッシュ EA-テイクオーバー EA-ハザードコール EA-レネゲイドスマイト HR-アバターフォーム UA-ストックライフ UA-ベアーフルーツ UA-メニーブランチ,,UA-上位者の衣,,,IA-アシミレートウェポン IA-古き二十四の証,,45
EA-オリジン:ミネラル,EA,RB,一般,オリジン:ミネラル,オリシンミネラル,5,5,マイナーアクション,—,自動成功,自身,至近,2,2,RB,,あなたが岩石や元素、結晶体のような無機物型レネゲイドビーイングであることをあらわす。,そのシーンの間、あなたの装甲値を+[LV×2]する。,,,,,,基本2-オリジン:ミネラル,EA-カラミティスマッシュ EA-テイクオーバー EA-ハザードコール EA-レネゲイドスマイト HR-アバターフォーム UA-ストックライフ UA-シースルー UA-メテオドリフター,,UA-上位者の衣,,,IA-アシミレートウェポン IA-古き二十四の証,,45
EA-オリジン:レジェンド,EA,RB,一般,オリジン:レジェンド,オリシンレシェント,5,5,マイナーアクション,—,自動成功,自身,至近,2,2,RB,,あなたがうわさ話や都市伝説、あるいは集合意識などがレネゲイドビーイングとなったものであることをあらわす。,そのシーンの間、あなたが行なう【精神】を使用した判定の達成値を+[LV×2]する。,,,,,,基本2-オリジン:レジェンド,EA-カラミティスマッシュ EA-テイクオーバー EA-ハザードコール EA-レネゲイドスマイト HR-アバターフォーム UA-ストックライフ UA-情報伝播 UA-アンノウンネイバー,,UA-上位者の衣,,,IA-アシミレートウェポン IA-古き二十四の証,,45
EA-アンシーントーカー,EA,RB,一般,アンシーントーカー,アンシーントーカー,5,5,メジャーアクション,〈情報:〉,—,自身,至近,1,1,RB,,社会の様々な場所で眠っているレネゲイドそのものに語りかけ、情報を得るエフェクト。彼らはいつも、人間のそばにいる。,このエフェクトを組み合わせた判定のダイスを+LV個する。,,,,,,基本2-アンシーントーカー,,,,,,,,45
EA-カラミティスマッシュ,EA,RB,一般,カラミティスマッシュ,カラミティスマッシュ,1,1,メジャーアクション,効果参照,対決,—,—,3,3,RB,,人間にはできない絶望的な攻撃を繰り出すエフェクト。,《オリジン:●●》の効果中のみ使用できる。あらゆる攻撃と組み合わせることができる。このエフェクトを組み合わせた攻撃に対するリアクションのクリティカル値を+1する。このエフェクトは1シーンに1回まで使用できる。,,,,,,基本2-カラミティスマッシュ,EA-オリジン:アニマル EA-オリジン:コロニー EA-オリジン:サイバー EA-オリジン:ヒューマン EA-オリジン:プラント EA-オリジン:ミネラル EA-オリジン:レジェンド,,,,,,,45
EA-スティルネス,EA,RB,一般,スティルネス,スティルネス,5,5,メジャーアクション,〈RC〉,15,単体,視界,—,0,RB,,対象の内部におけるレネゲイドのバランスを調整するエフェクト。,対象の侵蝕率を−[LV+2]する。ただし、あなたの侵蝕率を+[このエフェクトで減少した侵蝕率×2]する。このエフェクトは、レベルを下げて使用してもよい(最低1)。対象はこの効果を拒否可能。このエフェクトは1シナリオに1回まで使用できる。,,,,,,基本2-スティルネス,,,,,,,,45
EA-ハートレスメモリー,EA,RB,一般,ハートレスメモリー,ハートレスメモリー,1,1,メジャーアクション,〈RC〉,効果参照,単体,視界,4,4,RB,,人々の記憶から死者のパーソナリティを呼び出し、会話するエフェクト。死者の記憶はしばしば曖昧である。遺品か遺体の一部が必要。,呼び出す難易度は、死んで一週間以内なら8、一ヶ月以内なら15、それ以上なら30。GMは状況に応じて呼び出せないものとしてもよい。このエフェクトは1シーンに1回まで使用できる。,,,,,,基本2-ハートレスメモリー,,,,,,,,45
EA-テイクオーバー,EA,RB,一般,テイクオーバー,テイクオーハー,3,3,オートアクション,—,自動成功,単体,至近,2,2,RB,,侵蝕を肩代わりするエフェクト。,《オリジン:●●》の効果中のみ使用できる。対象がエフェクトを使用する直前に使用する。そのエフェクトは対象ではなくあなたの侵蝕率を上昇させる。エフェクトを組み合わせていた場合、上昇する侵蝕率は組み合わせたエフェクトの合計となる。このエフェクトは1シナリオにLV回まで使用できる。,,,,,,基本2-テイクオーバー,EA-オリジン:アニマル EA-オリジン:コロニー EA-オリジン:サイバー EA-オリジン:ヒューマン EA-オリジン:プラント EA-オリジン:ミネラル EA-オリジン:レジェンド,,,,,,,45
EA-ハザードコール,EA,RB,一般,ハザードコール,ハサートコール,10,10,メジャーアクション,〈RC〉,対決,単体,視界,6,6,RB,,対象のレネゲイドを急激に活性化させるエフェクト。,《オリジン:●●》の効果中のみ使用できる。射撃攻撃を行なう。命中した場合、対象の侵蝕率を+LVする。このエフェクトを組み合わせた攻撃で、対象にHPダメージを与えることはできない。,,,,,,基本2-ハザードコール,EA-オリジン:アニマル EA-オリジン:コロニー EA-オリジン:サイバー EA-オリジン:ヒューマン EA-オリジン:プラント EA-オリジン:ミネラル EA-オリジン:レジェンド,,,,,,,45
EA-レネゲイドスマイト,EA,RB,一般,レネゲイドスマイト,レネケイトスマイト,5,5,メジャーアクション,効果参照,—,—,—,3,3,RB,,周囲のレネゲイドを集めて攻撃を行なうエフェクト。世界のすみずみに広がったレネゲイドそのものが、相手を打ち砕く。,《オリジン:●●》の効果中のみ使用できる。あらゆる攻撃と組み合わせることができる。その攻撃力を+[LV×2]する。,,,,,,基本2-レネゲイドスマイト,EA-オリジン:アニマル EA-オリジン:コロニー EA-オリジン:サイバー EA-オリジン:ヒューマン EA-オリジン:プラント EA-オリジン:ミネラル EA-オリジン:レジェンド,,,,,,,45
EA-異界の万華鏡,EA,エンジェルハィロゥ,エネミー,異界の万華鏡,イカイノマンケキョウ,3,3,セットアッププロセス,—,自動成功,効果参照,効果参照,—,0,—,,遠方も視界におさめるエフェクト。,シーンに登場していないキャラクターひとりを対象とする。このエネミーはそのラウンドの間、対象に「射程:視界」のエフェクトを使用できる。回避などの行動が可能かどうかは、GMが決定すること。このエフェクトは侵蝕率でレベルアップせず、1シナリオにLV回まで使用できる。,,,,,,IC-異界の万華鏡,,,,,,,,53
EA-イリュージョンシールド,EA,エンジェルハィロゥ,エネミー,イリュージョンシールド,イリューションシールト,5,5,セットアッププロセス,—,自動成功,自身,至近,—,0,—,,幻影を盾とするエフェクト。,そのラウンドの間、このエネミーを対象とした、あるいはこのエネミーを対象に含む判定のダイスを−[LV×5]個する。ただし、このエネミーの味方がシーンに登場していない場合、およびこのエネミーの味方がすべて戦闘不能もしくは死亡になっている場合は、このエフェクトの効果を解除する。,,,,,,,,,,,,,,53
EA-第三の瞳,EA,エンジェルハィロゥ,エネミー,第三の瞳,タイサンノヒトミ,1,1,オートアクション,〈知覚〉,対決,効果参照,効果参照,—,0,—,,超知覚能力によって、その場にいなくとも状況を把握するエフェクト。,このエネミーが登場していないシーンの終了時に使用する。そのシーンで起きた事象をすべて知ることができる。この効果に抵抗したいキャラクターは、〈RC〉で対決する。勝利したキャラクターの発言や行動は、このエネミーには感知できなかったことになる。,,,,,,基本2-第三の瞳,,,,,,,,53
EA-フラッシュエンド,EA,エンジェルハィロゥ,エネミー,フラッシュエンド,フラッシュエント,5,5,メジャーアクション,シンドローム,対決,—,—,—,0,—,,不可知の攻撃を放つエフェクト。,このエネミーが隠密状態の間、使用できる。このエフェクトを組み合わせた攻撃に対して、対象はリアクションを行なえない。また、この攻撃はカバーリングを行なえない。このエフェクトは侵蝕率でレベルアップせず、1シナリオにLV回まで使用できる。,,,,,,基本2-フラッシュエンド,,,,,,,,53
EA-ミッドナイトシネマ,EA,エンジェルハィロゥ,エネミー,ミッドナイトシネマ,ミットナイトシネマ,1,1,オートアクション,—,自動成功,シーン(選択),視界,—,0,—,,望む場所に、望む形の幻を作り出すエフェクト。,いつでも使用できる。シーンの任意の場所に、任意の幻影を作り出す。動画を投影してもよい。この効果はそのシナリオの間、持続する。幻影であることを隠蔽する場合は、見破ろうとするキャラクターの〈知覚〉とこのエネミーの〈RC〉での対決を行なうこと。,,,,,,基本2-ミッドナイトシネマ,,,,,,,,53
EA-無明の世界,EA,エンジェルハィロゥ,エネミー,無明の世界,ムミョウノセカイ,5,5,セットアッププロセス,—,自動成功,シーン,視界,—,0,—,,完全なる闇に包み込むエフェクト。,そのラウンドの間、このシーンでは、あらゆるエフェクトが、自分と同じエンゲージにいるキャラクターしか対象にできなくなる。この効果は、他のエフェクトによって変更されない。このエフェクトは侵蝕率でレベルアップせず、1シナリオにLV回まで使用できる。,,,,,,IC-無明の世界,,,,,,,,53
EA-加速世界,EA,バロール,エネミー,加速世界,カソクセカイ,5,5,セットアッププロセス,—,自動成功,シーン(選択),視界,—,0,—,,重力を軽減し、加速度のコントロールを困難にするエフェクト。障害物の多い場所で使用すれば、敵はみずからの力で自滅していくだろう。,対象はそのラウンドの間、戦闘移動、全力移動、離脱のいずれかを行なうたびに、(LV)DのHPを失う。このエネミーが死亡した場合、この効果は解除される。,,,,,,IC-加速世界,,,,,,,,53
EA-グラビティエリア,EA,バロール,エネミー,グラビティエリア,クラヒティエリア,3,3,セットアッププロセス,—,自動成功,シーン,視界,—,0,—,,高重力を発生させて、動作を鈍らせるエフェクト。,そのラウンドの間、このエネミー以外のキャラクターが行なうあらゆる判定のダイスを−[LV×2]個する。また、このエネミー以外のキャラクターは「タイミング:イニシアチブプロセス」のエフェクトを使用できない。,,,,,,基本2-グラビティエリア,,,,,,,,53
EA-時空の裂け目,EA,バロール,エネミー,時空の裂け目,シクウノサケメ,3,3,メジャーアクション,—,自動成功,効果参照,効果参照,—,0,—,,,異空間を作るエフェクト。作った空間は外部から知覚できず、このエネミーが望むものだけ出入りできる。その他、出入りする手段や、解除する方法はGMが決定すること。解除された際、中にあったものはGMの任意の場所に解放される。このエフェクトは侵蝕率でレベルアップせず、1シナリオにLV回まで使用できる。,,,,,,基本2-時空の裂け目,,,,,,,,53
EA-自在なる斥力,EA,バロール,エネミー,自在なる斥力,シサイナルセキリョク,10,10,イニシアチブプロセス,—,自動成功,単体,視界,—,0,—,,斥力を発生させて、対象を弾き飛ばすエフェクト。,他エフェクトと組み合わせ不可。対象を[LV×5]m移動させる。この時、離脱を行なうことができる。移動先はこのエネミーが決定する。このエフェクトは1ラウンドに1回まで使用できる。,,,,,,IC-自在なる斥力,,,,,,,,53
EA-天空城,EA,バロール,エネミー,天空城,テンクウショウ,3,3,メジャーアクション,—,自動成功,効果参照,至近,—,0,—,,,重力を操作し、建造物を空に飛ばすエフェクト。飛ばすことのできる建造物や建造物の移動についてはGMが決定すること。この効果は任意のタイミングで解除できる。また、このエネミーが死亡した場合も、この効果は解除される。このエフェクトは侵蝕率でレベルアップせず、1シナリオにLV回まで使用できる。,,,,,,基本2-天空城,,,,,,,,53
EA-爆裂重力,EA,バロール,エネミー,爆裂重力,ハクレツシュウリョク,10,10,セットアッププロセス,—,自動成功,自身,至近,—,0,—,,重力塊を造り出し、攻撃のダメージを極大に上昇させるエフェクト。,そのラウンドの間、このエネミーが行なう攻撃のダメージを+[LV×20]する。ただし、このエネミーが1点でもHPダメージを受けた場合、このエフェクトの効果は失われる。,,,,,,,,,,,,,,53
EA-運命の雷,EA,ブラックドッグ,エネミー,運命の雷,ウンメイノイカスチ,5,5,メジャーアクション,シンドローム,対決,—,—,—,0,—,,防御を貫く雷を放つエフェクト。,このエフェクトを組み合わせた攻撃に対して、ガードを行なえない。また、この攻撃に対してカバーリングを行なった場合、ガードを行なったものとしてダメージを算出できない。このエフェクトは侵蝕率でレベルアップせず、1シナリオにLV回まで使用できる。,,,,,,基本2-運命の雷,,,,,,,,53
EA-機械化手術,EA,ブラックドッグ,エネミー,機械化手術,キカイカシュシュツ,10,10,セットアッププロセス,〈知識:機械工学〉,自動成功,単体,至近,—,0,—,,機械化手術を施すことで、対象を強靱な存在に変貌させるエフェクト。,対象のHPの現在値と最大値を+[LV×10]する。この効果はシナリオ終了まで持続する。,,,,,,IC-機械化手術,,,,,,,,53
EA-攻性防壁,EA,ブラックドッグ,エネミー,攻性防壁,コウセイホウヘキ,10,10,メジャーアクション,—,自動成功,効果参照,効果参照,—,0,—,,情報やシステムにアクセスしたものを自動的に攻撃する防御プログラムを作成するエフェクト。,このエネミーが指定した、なんらかの情報、あるいはコンピュータによるシステムやコンピュータ本体について調べたり操作しようとしたキャラクターは、(LV)D点のHPを失う。GMはこの効果を解除する方法を設定してもよい。,,,,,,IC-攻性防壁,,,,,,,,53
EA-通信支配,EA,ブラックドッグ,エネミー,通信支配,ツウシンシハイ,1,1,メジャーアクション,—,自動成功,シーン,視界,—,0,—,,電気を使用した、あらゆる通信手段を支配、妨害するエフェクト。,そのシナリオでは、このエネミーが許可した通信方法のみ使用できる。また、特定の端末のみ使用できることにしてもよい。この効果はこのエネミーの任意のタイミングで解除できる。また、このエネミーが死亡した場合も、この効果は解除される。,,,,,,基本2-通信支配,,,,,,,,53
EA-超電磁バリア,EA,ブラックドッグ,エネミー,超電磁バリア,チョウテンシハリア,5,5,オートアクション,—,自動成功,単体,視界,—,0,—,,雷の塊で障壁を張るエフェクト。,対象にHPダメージが適用される直前に使用する。対象が受ける(予定)ダメージを−[LV×2]D点軽減する。このエフェクトは1ラウンドに1回まで使用できる。,,,,,,,,,,,,,,53
EA-ドミネーション,EA,ブラックドッグ,エネミー,ドミネーション,トミネーション,5,5,メジャーアクション,—,自動成功,効果参照,視界,—,0,—,,,建物ひとつのセキュリティを支配するエフェクト。支配した建物の、監視カメラや警報など、電気で制御しているセキュリティシステムを、このエネミーの自由に操作できる。支配して何ができるかはGMが決定する。このエフェクトは侵蝕率でレベルアップせず、1シナリオにLV回まで使用できる。,,,,,,基本2-ドミネーション,,,,,,,,53
EA-エイジング,EA,ブラム=ストーカー,エネミー,エイジング,エイシンク,1,1,メジャーアクション,—,自動成功,単体,至近,—,0,—,,,対象の細胞を老化、あるいは若返らせることで、全身の肉体年齢を変化させるエフェクト。自身、あるいは非オーヴァードを対象にする。外見を変えるわけではないことに注意すること。この効果はこのエネミーの任意のタイミングで解除できる。また、このエネミーが死亡した場合、このエフェクトの効果は解除される。,,,,,,基本2-エイジング,,,,,,,,53
EA-サクリファイス,EA,ブラム=ストーカー,エネミー,サクリファイス,サクリファイス,1,1,オートアクション,—,自動成功,自身,至近,—,0,—,,,重圧を受けていても使用可能。このエネミーの作成した従者がいなければ使用できない。このエネミーが戦闘不能となった時に使用する。従者ひとつを選択する。このエネミーの戦闘不能を回復し、HPを[選択した従者のHP]まで回復する。その後、選択した従者のHPは0となる。このエフェクトは1シナリオに1回まで使用できる。,,,,,,基本2-サクリファイス,EA-赤色の従者,,,,,,,53
EA-従者の目覚め,EA,ブラム=ストーカー,エネミー,従者の目覚め,シュウシャノメサメ,1,1,メジャーアクション,—,自動成功,自身,至近,—,0,—,,従者に自我を与えるエフェクト。,《赤色の従者》と組み合わせて使用する。そのエフェクトで作成される従者は自我を得る。自我を得た従者がどのように変化し、行動するかは、GMが決定すること。,,,,,,基本2-従者の目覚め,EA-赤色の従者,,,,,,,53
EA-鮮赤の牙,EA,ブラム=ストーカー,エネミー,鮮赤の牙,センセキノキハ,1,1,メジャーアクション,〈意志〉,対決,単体,至近,—,0,—,,血を与え、対象を操るエフェクト。,対象と〈意志〉の対決を行なう。このエネミーが勝利した場合、対象はシナリオ終了まで、このエネミーの従者として扱われ、このエネミーの命令に逆らうことはできない。GMはこの効果を解除する条件を任意に設定してよい。また、このエネミーが死亡した場合も、この効果は解除される。,,,,,,,EA-赤色の従者,,,,,,,53
EA-血色の蛇,EA,ブラム=ストーカー,エネミー,血色の蛇,チイロノヘヒ,5,5,オートアクション,—,自動成功,効果参照,効果参照,—,0,—,,従者のみをシーンに登場させるエフェクト。,シーンへの登場の際に使用する。このエネミーの作り出した従者のうち1体を登場させる。従者のデータは通常通りに扱われる。このエフェクトは《血の絆》を取得していないと取得できず、1シナリオにLV回まで使用できる。,,,,,,IC-血色の蛇,EA-赤色の従者 EA-血の絆,,,,,,,53
EA-不死者の血,EA,ブラム=ストーカー,エネミー,不死者の血,フシシャノチ,1,1,常時,—,自動成功,自身,至近,—,0,—,,異様なまでの生命力により、無制限に血を生み出すエフェクト。,このエネミーは、このエネミーが使用したブラム=ストーカーのエフェクトの効果によってHPが失われない。,,,,,,IC-不死者の血,,,,,,,,53
EA-巨神獣化,EA,キュマイラ,エネミー,巨神獣化,キョシンシュウカ,5,5,マイナーアクション,—,自動成功,自身,至近,—,0,—,,筋肉、骨格を変化させ、自身の体躯を10~20m程度にまで、巨大化させるエフェクト。,そのシーンの間、このエネミーのHPを+50し、白兵攻撃の攻撃力を+[LV×5]する。この効果で最大HPを超えてもよい。ただし、この効果中、このエネミーはドッジを行なえない。この効果を解除するにはマイナーアクションを使用する。,,,,,,基本2-巨神獣化,,,,,,,,53
EA-瞬間適応,EA,キュマイラ,エネミー,瞬間適応,シュンカンテキオウ,1,1,常時,—,自動成功,自身,至近,—,0,—,,自身の肉体を瞬時に変化させ、あらゆる場所への適応能力を得るエフェクト。,このエネミーは高圧力の深海や、真空の宇宙空間、超高熱のマグマの中であっても死ぬことはない。,,,,,,基本2-瞬間適応,,,,,,,,53
EA-獣王の冠,EA,キュマイラ,エネミー,獣王の冠,シュウオウノカンムリ,10,10,セットアッププロセス,—,自動成功,シーン(選択),視界,—,0,—,,王のオーラを放ち、配下に力を与えるエフェクト。,そのラウンドの間、対象が攻撃で与えるダメージを+[LV×5]点する。このエフェクトはこのエネミーを対象にできない。使用後、このエネミーは行動済みとなる。,,,,,,,,,,,,,,53
EA-毒もつ獣,EA,キュマイラ,エネミー,毒もつ獣,トクモツケモノ,3,3,常時,—,自動成功,自身,至近,—,0,—,,敵を無力化する獣の力をあらわすエフェクト。,憎悪と暴走以外のバッドステータスからLV個選択する。このエネミーが攻撃で1点でもHPダメージを与えた場合、さらに選択したバッドステータスをすべて与える。邪毒のランクは3となる。このエフェクトは侵蝕率でレベルアップしない。,,,,,,IC-毒もつ獣,,,,,,,,53
EA-無敵の肉体,EA,キュマイラ,エネミー,無敵の肉体,ムテキノニクタイ,10,10,常時,—,自動成功,自身,至近,—,0,—,,強固な鱗や毛皮などで身体を防護していることをあらわすエフェクト。,このエネミーの装甲値は+[LV×10]される。GMが任意に設定した弱点を攻撃することで、この装甲値は無視される。弱点の発見および攻撃方法はGMが任意に決定してよい。このエフェクトは侵蝕率でレベルアップしない。,,,,,,IC-無敵の肉体,,,,,,,,53
EA-野獣の証明,EA,キュマイラ,エネミー,野獣の証明,ヤシュウノショウメイ,1,1,セットアッププロセス,—,自動成功,シーン(選択),視界,—,0,—,,殺気を放ち、恐怖で身をすくませるエフェクト。,非オーヴァードのキャラクターのみを対象にできる。そのシーンの間、対象はメジャーアクションと移動を行なえない。この効果はこのエネミーの任意のタイミングで解除できる。また、このエネミーが死亡した場合も、この効果は解除される。,,,,,,基本2-野獣の証明,,,,,,,,53
