id,supplement,category,name,ruby,type,procure,procure_int,stock,stock_int,exp,exp_int,rec,flavor,effect,price,rec_effect,ref_weapon_id,ref_faq_id,ref_info_id,update,other_ver_id,rel_power_id,rel_weapon_id,rel_armor_id,rel_vehicle_id,rel_connection_id,rel_general_id,rel_dlois_id,type_order,cost_order
IA-占い婆,IA,エンブレムアイテム:ティンダロス,占い婆,ウラナイハハ,エンブレム/使い捨て,,,,,5,5,,街角で長年占いをしてきたお婆さん。困った時に訪ねれば、有益なアドバイスをしてくれる。,情報収集の判定を行なう直前に使用する。その判定は【精神】で判定を行なえる。判定で使用する技能は変わらず、「種別:コネ」のアイテムを使用することもできる。このアイテムは複数取得できる。,,,,,,,UG-占い婆,,,,,,,,3,5
IA-†盾の誓い,IA,エンブレムアイテム:ティンダロス,†盾の誓い,タテノチカイ,エンブレム/一般,,,,,30,30,,か弱い人々を守りたいという強い願いを持つことを表わすエンブレムアイテム。ティンダロスという組織においてあなたは切り札であり救世主として扱われる。その期待と重圧があなたの心を強くしてくれる。,あなたが行なうガードのガード値に+10する。また、バッドステータスの暴走を受けた時に使用する。その暴走を回復する。使用後、あなたはHPを5点失う。この効果は1シナリオに1回まで使用できる。,,,,,,,,,,,,,,,2,30
IA-†アルファハウンド,IA,エンブレムアイテム:ティンダロス,†アルファハウンド,アルファハウント,エンブレム/一般,,,,,30,30,,あなたが優れた案内人であることを表わすエンブレムアイテム。逃げ道を知り尽くしているだけでなく、人々を誘導することにも長けている。,セットアッププロセスで使用する。シーンに登場している任意のキャラクターの【行動値】をあなたと同じ値に変更する。この効果は1シナリオに1回まで使用できる。,,,,,,,,,,,,,,,2,30
IA-スネークイーター,IA,エンブレムアイテム:テンペスト,スネークイーター,スネークイーター,エンブレム/一般,,,,,2,2,,いかなる過酷な環境においても単身で生存、生還を果たすための野外活動技術。,あなたはどのような環境であっても、飲み水や食糧、医薬品、防寒具などの生命維持手段を確保することができる。他に要救助者がいるなど、GMが必要だと感じた場合、〈知覚〉判定を行なわせてもよい。,,,,,,,,,,,,,,,2,2
IA-ゲイルブート,IA,エンブレムアイテム:テンペスト,ゲイルブート,ケイルフート,エンブレム/一般,,,,,5,5,,テンペストの新人隊員に対してたたき込まれる地獄のような新兵訓練。オーヴァードでも音を上げるものが後を絶たない。,取得には【肉体】5以上が必要。あなたの戦闘移動に+10mする。,,,,,,,,,,,,,,,2,5
IA-ダイイングドーン,IA,エンブレムアイテム:テンペスト,ダイイングドーン,タイインクトーン,エンブレム/一般,,,,,5,5,,核戦争、ゾンビの大量発生、エイリアンの襲撃などが起きた場合を想定した緊急対処マニュアル。米軍の頭脳を結集したストレスコントロール方法が記載されている。ただし、ほとんどの軍人はジョークグッズだと思っている。,あなたが行なう〈意志〉判定の達成値に+3する。,,,,,,,,,,,,,,,2,5
IA-インビジブルタグ,IA,エンブレムアイテム:テンペスト,インビジブルタグ,インヒシフルタク,エンブレム/一般,,,,,10,10,,危険かつ非合法の任務に従事する一部隊員に渡される無記名のドッグタグ(認識票)。姓名や社会保障番号など個人を特定する情報は一切なく、認識票の発行番号のみが記載される。危険手当として多額の報酬と、合衆国への奉仕という名誉を得られる。,あなたの常備化ポイントに+10する。,,,,,,,,,,,,,,,2,10
IA-アーマードソルジャー,IA,エンブレムアイテム:テンペスト,アーマードソルジャー,アーマートソルシャー,エンブレム/一般,,,,,15,15,,あなたは重武装で戦うための訓練を積んでいる。戦場において立ち止まることは、時に死を意味すると、あなたは知っている。,あなたが装備している防具を「ドッジ:0」「行動:0」に変更する。,,,,,,,,,,,,,,,2,15
IA-ジェットパック,IA,エンブレムアイテム:テンペスト,ジェットパック,シェットハック,エンブレム/一般,,,,,15,15,,腰部に装着する個人用の短距離飛行エンジン。オーヴァード狩りを想定して小回りと移動距離を重視している。,あなたが戦闘移動か全力移動を行なう直前に使用する。その移動の間、あなたは飛行状態となり、【行動値】をさらに+5してその移動距離を算出できる(つまり、戦闘移動なら【行動値】+10m移動できる)。この効果は1シナリオに3回まで使用できる。,,,,,,,,,,,,,,,2,15
IA-自動修復機構,IA,エンブレムアイテム:テンペスト,自動修復機構,シトウシュウフクキコウ,エンブレム/一般,,,,,15,15,,テンペストの技術班の手によって、あなたの肉体に再生能力を与える機構が埋め込まれていることを表わすエンブレムアイテム。内蔵された機構を起動することで、新陳代謝を高め、驚異的な速度で傷を回復することができる。,マイナーアクションで使用する。あなたのHPを5D点回復する。ただし、この効果を使用した場合、あなたの侵蝕率に+3する。この効果は1シナリオに1回まで使用できる。,,,,,,,UG-自動修復機構,,,,,,,,2,15
IA-出力強化機構,IA,エンブレムアイテム:テンペスト,出力強化機構,シュツリョクキョウカキコウ,エンブレム/一般,,,,,15,15,,テンペストの専属整備兵によって、あなたの身体に特殊なチューニングが施されていることを表わすエンブレムアイテム。それによって、一時的な出力上昇を行なうことができる。,あなたがリアクションで判定を行なう直前に使用する。その判定の達成値に+5する。ただし、この効果を使用するたびに、あなたはHPを5点失う。,,,,,,,UG-出力強化機構,,,,,,,,2,15
IA-シンクトリガー,IA,エンブレムアイテム:テンペスト,シンクトリガー,シンクトリカー,エンブレム/一般,,,,,15,15,,あなたは暗示や訓練によって迅速なエフェクトの使用を可能としている。,セットアッププロセスで使用する。あなたは「タイミング:マイナーアクション」のエフェクトひとつを使用できる。この際、複数のエフェクトを組み合わせることはできない。この効果は1シーンに1回まで使用できる。,,,,,,,,,,,,,,,2,15
IA-マルチバッテリー,IA,エンブレムアイテム:テンペスト,マルチバッテリー,マルチハッテリー,エンブレム/一般,,,,,15,15,,個人携行用に改良された大型のバッテリー。ブラックドッグシンドロームのエフェクト出力を向上させる働きがある。ただしかなり重量がある。,あなたが行なうブラックドッグのエフェクトを組み合わせた攻撃の攻撃力に+5する。また、あなたが使用する“プラズマスパイカー”は1シナリオに5回まで使用できるようになる。また、あなたの【行動値】に−5する。,,,,,,,,,IA-プラズマスパイカー,,,,,,2,15
IA-スーパーハイウェイシステム,IA,エンブレムアイテム:テンペスト,スーパーハイウェイシステム,スーハーハイウェイシステム,エンブレム/一般,,,,,20,20,,全米をリアルタイムで監視、盗聴することができるというハッキングシステム。名称は一般には高度電脳網を表わす。このデータは本国で実用化されたシステムの一部を株分けしたもの。一地方都市程度の範囲なら24時間の監視が可能。,メジャーアクションで使用する。使用したシーンで任意のキャラクターが行なう情報収集の判定の達成値に+10する。この効果は1シナリオに1回まで使用できる。,,,,,,,,,,,,,,,2,20
IA-エリア封鎖:太平洋艦隊,IA,エンブレムアイテム:テンペスト,エリア封鎖:太平洋艦隊,エリアフウサタイヘイヨウカンタイ,エンブレム/一般,,,,,25,25,,米軍の支援を受けて付近一帯を封鎖させる権限。,メジャーアクションで使用する。シーンに登場しているエキストラをすべて退場させることができる。ただし、太平洋沿岸の各国を舞台としたシーンでしか使用できず、使用にはGMの許可が必要。この効果は1シナリオに1回まで使用できる。,,,,,,,,,,,,,,,2,25
IA-支援要請:DIA,IA,エンブレムアイテム:テンペスト,支援要請:DIA,シエンヨウセイDIA,エンブレム/使い捨て,,,,,5,5,,あなたが事前にDIA(アメリカ国防情報局)の軍事情報分析のレクチャーを受けており、戦闘を有利に展開することができることを表わすエンブレムアイテム。,セットアッププロセスで使用する。そのシーンの間、あなたの【行動値】に+2する。このアイテムは一度に複数同時に使用でき、効果が重複する。このアイテムは3個まで取得できる。,,,,,,,UG-支援要請:DIA,,,,,,,,3,5
IA-支援要請:榴弾砲,IA,エンブレムアイテム:テンペスト,支援要請:榴弾砲,シエンヨウセイリュウタンホウ,エンブレム/使い捨て,,,,,5,5,,アメリカ陸軍に支援を要請する権限が与えられていることを表わすエンブレムアイテム。あなたの要請があれば、事前に展開しておいた155mm榴弾砲が支援砲撃を行なう。,メジャーアクションで使用する。「技能:〈射撃〉」「対象:範囲」「射程:視界」「攻撃力:8」の射撃攻撃を行なう。命中した場合、対象にバッドステータスの硬直を与える。この攻撃にエフェクトを組み合わせることはできない。このアイテムは複数取得できる。,,,,,,,UG-支援要請:榴弾砲,,,,,,,,3,5
IA-支援要請:UAV,IA,エンブレムアイテム:テンペスト,支援要請:UAV,シエンヨウセイUAV,エンブレム/使い捨て,,,,,15,15,,あなたがアメリカ空軍に支援を要請する権限を与えられていることを表わすエンブレムアイテム。あなたが要請を出せば、近くで待機しているUAV(無人機)が敵を攻撃する。,あなたが行なうダメージロールの直前に使用する。そのダメージに+10する。このアイテムは複数取得できる。,,,,,,,UG-支援要請:UAV,,,,,,,,3,15
IA-支援要請:医療部隊,IA,エンブレムアイテム:テンペスト,支援要請:医療部隊,シエンヨウセイイリョウフタイ,エンブレム/使い捨て,,,,,15,15,,後方部隊に連絡を行ない、応急手当を受けることができる。,メジャーアクションで使用する。シーン内の任意のキャラクターのHPを4D点回復する。この効果は戦闘中でないシーンに使用できる。,,,,,,,,,,,,,,,3,15
IA-支援要請:間接砲撃,IA,エンブレムアイテム:テンペスト,支援要請:間接砲撃,シエンヨウセイカンセツホウケキ,エンブレム/使い捨て,,,,,15,15,,後方の味方戦力に対し、支援射撃を要請する。,セットアッププロセスで使用する。そのシーン内の任意のエンゲージを指定する。そのラウンドの間、指定したエンゲージにいるキャラクターが行なう判定のダイスに3個する。,,,,,,,,,,,,,,,3,15
IA-支援要請:輸送,IA,エンブレムアイテム:テンペスト,支援要請:輸送,シエンヨウセイユソウ,エンブレム/使い捨て,,,,,15,15,,アメリカ海兵隊に支援要請する権限を与えられていることを表わすエンブレムアイテム。支援要請を受けた海兵隊は輸送ヘリや装甲兵員輸送車、バイクなどで、あなたを輸送してくれる。,セットアッププロセスで使用する。あなたは戦闘移動を行なう。ただし、移動距離は10mとなる。このアイテムは複数取得できる。,,,,,,,UG-支援要請:輸送,,,,,,,,3,15
IA-支援要請:空母機動部隊,IA,エンブレムアイテム:テンペスト,支援要請:空母機動部隊,シエンヨウセイクウホキトウフタイ,エンブレム/使い捨て,,,,,30,30,,アメリカ海軍に支援を要請する権限を与えられていることを表わすエンブレムアイテム。あなたの要請があれば、近海で待機する空母機動部隊が艦載機やミサイルで戦闘を支援する。,セットアッププロセスで使用する。シーンに登場している任意のトループとエキストラすべてを戦闘不能にする。この効果に命中判定はなく、対象はリアクションを行なえない。,,,,,,,UG-支援要請:空母機動部隊,,,,,,,,3,30
IA-†スパルタンソルジャー,IA,エンブレムアイテム:テンペスト,†スパルタンソルジャー,スハルタンソルシャー,エンブレム/一般,,,,,30,30,,驚異の生還率を誇る伝説の兵士に送られるあだ名。あなたはどんな危険な任務からでも生還する不死身の存在だと噂されている。,あなたが受けるダメージに−5する。あなたの装甲値の合計が10点以上ある場合、受けるダメージをさらに−10する。,,,,,,,,,,,,,,,2,30
IA-†テンペストバーサーカー,IA,エンブレムアイテム:テンペスト,†テンペストバーサーカー,テンヘストハーサーカー,エンブレム/一般,,,,,50,50,,テンペスト内で行なわれている強化実験を受けたオーヴァードであることを表わすエンブレムアイテム。侵蝕率の上昇によるリスクが高くなるが劇的な身体能力の向上が確認されている。,あなたがバッドステータスの暴走を受けているか侵蝕率が150%を超えている間、あなたが行なう判定のダイスに+5個し、受けるダメージに−10する。,,,,,,,,,,,,,,,2,50
IA-アセティック,IA,エンブレムアイテム:フリーランス,アセティック,アセティック,エンブレム/一般,,,,,5,5,,あなたがみずからを戒め、禁欲的な生活を送っていることを表わすエンブレムアイテム。あなたは贅沢をしない代わりに、強い心を得た。,あなたが行なう【精神】を使用した判定のダイスに+1個する。ただし、あなたが1回の判定に使用できる財産ポイントは3点までとなる。,,,,,,,UG-アセティック,,,,,,,,2,5
IA-アフターライフ,IA,エンブレムアイテム:フリーランス,アフターライフ,アフターライフ,エンブレム/一般,,,,,5,5,,あなたがかつて、なんらかの組織に所属していたことを表わすエンブレムアイテム。組織を抜けた今でも、かつて使っていたアイテムやそこで身につけた技術は残っている。,取得時に他の組織のエンブレムアイテムからひとつ選択する。あなたは選択したエンブレムアイテムを取得できる。常備化に必要な経験点は別途、支払うこと。GMの許可が必要なエンブレムアイテムを選択した場合、取得にはGMの許可が必要となる。,,,,,,,UG-アフターライフ,,,,,,,,2,5
IA-グリーディ,IA,エンブレムアイテム:フリーランス,グリーディ,クリーティ,エンブレム/一般,,,,,5,5,,あなたが金にがめついことを表わすエンブレムアイテム。自分自身の力で生きなくてはならないフリーランスにとって、金銭の枯渇は死活問題だ。あなたは資産運用にも長けている。,メジャーアクションで使用する。あなたの財産ポイントに+2Dする。増えた分の財産ポイントは、アフタープレイで失われる。この効果は1シナリオに1回まで使用できる。,,,,,,,UG-グリーディ,,,,,,,,2,5
IA-リタイアード,IA,エンブレムアイテム:フリーランス,リタイアード,リタイアート,エンブレム/一般,,,,,5,5,,あなたが心身の限界を感じて他の組織を辞めたことを表わすエンブレム。身体には無理をした影響が出ている。,取得時に他の組織のエンブレムアイテムからひとつ選択する。あなたは選択したエンブレムアイテムを取得できる。常備化に必要な経験点は別途、支払うこと。GMの許可が必要なエンブレムアイテムを選択した場合、取得にはGMの許可が必要となる。このアイテムは3個まで取得できる。ただし、取得するたびに侵蝕率に+3する。,,,,,,,,,,,,,,,2,5
IA-怪しい鞄,IA,エンブレムアイテム:フリーランス,怪しい鞄,アヤシイカハン,エンブレム/一般,,,,,10,10,,諸事情あってあなたのもとに転がり込んできた札束や金塊などが大量に詰まったスポーツバッグ。これを所持することはあなたに多大なストレスを与えるだろう。,あなたの常備化ポイントに+10する。このアイテムを取得した場合、あなたの侵蝕率基本値に+4する。,,,,,,,,,,,,,,,2,10
IA-故買品,IA,エンブレムアイテム:フリーランス,故買品,コハイヒン,エンブレム/一般,,,,,10,10,,違法なルートで売買される物品。あなたはその違法なルートに物品を提供する側の人間だ。当然、さまざまな物を入手するのは得意分野だ。,取得には〈調達〉4レベル以上が必要。あなたの常備化ポイントに+15する。,,,,,,,,,,,,,,,2,10
IA-ビーコン,IA,エンブレムアイテム:フリーランス,ビーコン,ヒーコン,エンブレム/一般,,,,,10,10,,苦しい時にあなたを助けてくれる心の支えがあることを表わすエンブレムアイテム。,あなたが〈意志〉判定を行なう直前に使用する。その判定の達成値に+10する。この効果は1シナリオに1回まで使用できる。,,,,,,,HR-ビーコン,,,,,,,,2,10
IA-ウォーモンガー,IA,エンブレムアイテム:フリーランス,ウォーモンガー,ウォーモンカー,エンブレム/一般,,,,,15,15,,戦うことに生きる意味を見出している、根っからの戦士であることを表わすエンブレムアイテム。戦いだけが、あなたの魂を熱く燃え上がらせる。,あなたが行なう攻撃のダメージに+1Dする。このアイテムを取得した場合、あなたの侵蝕率基本値に+5する。,,,,,,,UG-ウォーモンガー,,,,,,,,2,15
IA-シーカー,IA,エンブレムアイテム:フリーランス,シーカー,シーカー,エンブレム/一般,,,,,15,15,,真実を探求することに命をかけていることを表わすエンブレムアイテム。あなたは、どのような些細な情報も見逃さない。そして、必ず隠された真実を見つけ出す。,メジャーアクションで使用する。GMに対して疑問点を直接質問できる。GMは回答を拒否できるが、その場合は使用回数に数えない。この効果は1シナリオに1回まで使用できる。,,,,,,,UG-シーカー,,,,,,,,2,15
IA-スピードソウル,IA,エンブレムアイテム:フリーランス,スピードソウル,スヒートソウル,エンブレム/一般,,,,,15,15,,運び屋や走り屋など速さを追求する魂を持つことを表わすエンブレムアイテム。,セットアッププロセスで使用する。そのラウンドの間、あなたの【行動値】に+10する。この効果は1シナリオに1回まで使用できる。,,,,,,,,,,,,,,,2,15
IA-鷹の目のコイン,IA,エンブレムアイテム:フリーランス,鷹の目のコイン,タカノメノコイン,エンブレム/一般,,,,,15,15,,凄腕の銃使いの証である謎のコイン。腕利きのスィーパーの証でもあり、多くの事件を解決した者のもとに突然贈られてくるという。,あなたが〈射撃〉判定を行なう直前に使用する。その判定の達成値に+5する。この効果は〈射撃〉4レベル以上でなければ使用できず、1シナリオに3回まで使用できる。,,,,,,,,,,,,,,,2,15
IA-リスクジャンキー,IA,エンブレムアイテム:フリーランス,リスクジャンキー,リスクシャンキー,エンブレム/一般,,,,,15,15,,危険を冒すことに快感を覚えることを表わすエンブレムアイテム。平凡な人生なんてつまらない。緊張感に心を焦がし、死と隣り合わせの環境に身を置いてこその生だ。,あなたの侵蝕率が100%以上の場合、あなたが行なうあらゆる判定のダイスに+2個する。,,,,,,,UG-リスクジャンキー,,,,,,,,2,15
IA-匿名の隣人たち,IA,エンブレムアイテム:フリーランス,匿名の隣人たち,トクメイノリンシンタチ,エンブレム/一般,,,,,20,20,,あなたと付き合いの深い凄腕ハッカー集団の援助を表わすエンブレムアイテム。もちろん、彼らは腕利きのハッカーしか仲間と認めない。,シーンに登場しているキャラクターが判定を行なった直後に使用する。その判定の達成値に−10する。この効果は〈知識:機械工学〉4レベル以上でなければ使用できず、1シナリオに1回まで使用できる。,,,,,,,,,,,,,,,2,20
IA-マーセナリー,IA,エンブレムアイテム:フリーランス,マーセナリー,マーセナリー,エンブレム/一般,,,,,20,20,,あなたがフリーの傭兵として重火器などの調達に長けていることを表わすエンブレムアイテム。あなたはどんな場所でも戦場に変えてみせるだろう。,取得時に常備化に必要な常備化ポイントが30以下のアイテムひとつを選択すること。あなたはそのアイテムを取得し、常備化することができる。,,,,,,,,,,,,,,,2,20
IA-名探偵の帽子,IA,エンブレムアイテム:フリーランス,名探偵の帽子,メイタンテイノホウシ,エンブレム/一般,,,,,20,20,,あなたにさまざまなひらめきを与えてくれる帽子。人によってはコートや靴など別の小物である場合もある。,メジャーアクションで使用する。GMに対して直接質問することができる。GMは回答を拒否できるが、その場合は使用回数に数えない。この効果は1シナリオに1回まで使用できる。,,,,,,,,,,,,,,,2,20
IA-エージェンシー,IA,エンブレムアイテム:フリーランス,エージェンシー,エーシェンシー,エンブレム/一般,,,,,25,25,,あなたが政府関係機関に繋がりを持つオーヴァードであることを表わすエンブレムアイテム。あなたの身分証には裏仕事をするための特別な権限が与えられている。,あなたが行なう【社会】判定のダイスに+4個する。また、あなたは警察などの公的機関による行動の制限を受けない。,,,,,,,,,,,,,,,2,25
IA-ブラックライセンス,IA,エンブレムアイテム:フリーランス,ブラックライセンス,フラックライセンス,エンブレム/一般,,,,,25,25,,凄腕のドライバー、運び屋であることを表わす裏社会の称号。あなたのハンドルさばきはどんな状況でも乱れない。,あなたが搭乗状態の間、いつでも使用できる。あなたが受けている暴走以外のバッドステータスとダイスを減少させるペナルティをすべて解除する。この効果はいずれかの〈運転:~~〉4レベル以上でなければ使用できず、1シナリオに1回まで使用できる。,,,,,,,,,,,,,,,2,25
IA-サバイバー,IA,エンブレムアイテム:フリーランス,サバイバー,サハイハー,エンブレム/一般,,,,,30,30,,あらゆる状況でも生きようとする、強い意志を持つことを表わすエンブレムアイテム。たとえ、どれほどの危険にさらされようとも、あなたの生きようとする意志が折れることはない。,あなたにHPダメージが適用される直前に使用する。あなたが受ける(予定の)ダメージに−5Dする。この効果は1シナリオに1回まで使用できる。,,,,,,,UG-サバイバー,,,,,,,,2,30
IA-市井の隠者,IA,エンブレムアイテム:フリーランス,市井の隠者,シセイノインシャ,エンブレム/一般,,,,,30,30,,あなたが常に自分を厳しく律し、内なる怪物をコントロールする訓練をしてきたことを表わすエンブレムアイテム。,取得には〈意志〉8レベル以上が必要。あなたの侵蝕率基本値に−5する。ただし、この効果で[覚醒による侵蝕値+衝動による侵蝕値]を下回ることはできない。,,,,,,,,,,,,,,,2,30
IA-スレイヤーの証,IA,エンブレムアイテム:フリーランス,スレイヤーの証,スレイヤーノアカシ,エンブレム/一般,,,,,30,30,,あなたが裏社会においてオーヴァード、とりわけジャーム狩りを得意とするハンターとして有名であることを表わす証。ジャームの脅威を退けられる存在はどんな場所でも重宝されるだろう。,あなたが行なう攻撃のダメージに+3Dする。この効果はオーヴァードのキャラクターのみに適用する。,,,,,,,,,,,,,,,2,30
IA-ビッグネーム,IA,エンブレムアイテム:フリーランス,ビッグネーム,ヒックネーム,エンブレム/一般,,,,,30,30,,なんらかの偉業を成し遂げ、自分の名前が広く知れ渡っていることを表わすエンブレムアイテム。あなたの偉業を聞いた者は、それだけで萎縮し、動きが鈍ってしまう。,あなたが行なう判定の直前に使用する。その判定に対するリアクションのダイスに−4個する。この効果は1シナリオに1回まで使用できる。,,,,,,,UG-ビッグネーム,,,,,,,,2,30
IA-リビングレジェンド,IA,エンブレムアイテム:フリーランス,リビングレジェンド,リヒンクレシェント,エンブレム/一般,,,,,35,35,,あなたがかつて伝説的偉業を成し遂げたことを表わすエンブレムアイテム。大抵の人間はあなたの名前を聞いただけで震え上がり、抵抗できなくなってしまう。,あなたが判定を行なう直前に使用する。その判定に対するリアクションのダイスに−5個する。この効果は1シナリオに1回まで使用できる。,,,,,,,,,,,,,,,2,35
IA-記憶継承,IA,トレイルアイテム:クロニクル,記憶継承,キオクケイショウ,一般,,,,,2,2,,あなたは別のオーヴァードの記憶を引き継いでいる。引き継いだ記憶による知識や人脈を利用可能だ。,取得時に能力値ひとつを選択する。選択した能力値を使用した判定の直前に使用する。その判定のダイスに+2個する。この効果は1シーンに1回まで使用できる。このアイテムは、「Dロイス:伝承者」を取得しているキャラクターのみが取得できる。,,,,,,,RU-記憶継承,,,,,,,,0,2
IA-アンチエフェクトシステム,IA,トレイルアイテム:クロニクル,アンチエフェクトシステム,アンチエフェクトシステム,一般,,,,,5,5,,マスターレイスによって壊滅させられた企業が開発していた、対オーヴァード用の装置。レネゲイドを抑制する特殊な音を発生させる。,セットアッププロセスで使用する。シーンに登場しているオーヴァードすべてが行なう判定のダイスに−2個する。この効果は1シナリオに1回まで使用できる。,,,,,,,RU-アンチエフェクトシステム,,,,,,,,0,5
IA-イプシロンマーカー,IA,トレイルアイテム:クロニクル,イプシロンマーカー,イフシロンマーカー,一般,,,,,5,5,,あなたが“マスターレイス05'”ヨハン・C・コードウェルの部下であることを表わすステッカー。よく防具やヴィークルに貼られる。,あなたがヨハン・C・コードウェルへのロイスを取得している間、あらゆる判定のダイスに+1個する。,,,,,,,RU-イプシロンマーカー,,,,,,,,0,5
IA-同僚殺し,IA,トレイルアイテム:クロニクル,同僚殺し,トウリョウコロシ,一般,,,,,5,5,,あなたが暴走したかつての同僚を始末したという経歴を表わすアイテム。,あなたがエンブレムアイテムを所持している時のみ効果がある。あなたの攻撃の対象が同じ組織のエンブレムアイテムを装備、あるいは所持していた場合、その攻撃の攻撃力に+10する。,,,,,,,RU-同僚殺し,,,,,,,,0,5
IA-トツカの囁き,IA,トレイルアイテム:クロニクル,トツカの囁き,トツカノササヤキ,一般,,,,,10,10,,あなたがFHアイテム“トツカ”を継承する“トツカー族”であることを表わす。あなたはトツカに宿る知識を利用できる。,使用には“トツカ”の装備が必要。あなたが判定を行なう直前に使用する。その判定のダイスに+3個する。この効果は1シナリオに3回まで使用できる。,,,,,,,RU-トツカの囁き,,,,,,,,0,10
IA-夢の導き,IA,トレイルアイテム:クロニクル,夢の導き,ユメノミチヒキ,一般,,,,,15,15,,あなたが夢を介してオーヴァードを暴走させる能力を持つことを表わす。,あなたがエフェクトを使用する直前に使用する。そのエフェクトの対象にバッドステータスの暴走を与える。ただし、その攻撃の対象は単体となる。この効果は1シーンに1回まで使用できる。,,,,,,,RU-夢の導き,,,,,,,,0,15
IA-特別調整体:運動,IA,トレイルアイテム:菊池リプレイ,特別調整体:運動,トクヘツチョウセイタイウントウ,一般,,,,,3,3,,神崎博士によって、あなたは運動能力を強化した複製体として特別な調整プログラムを受けている。,あなたが行なう【肉体】を使用した判定の達成値に+1する。ただし攻撃の判定には効果が無い。このアイテムは「Dロイス:複製体」を取得しているキャラクターのみが取得できる。このアイテムの効果は3個まで重複する。,,,,,,,RU-特別調整体:運動,,,,,,,LM-複製体,0,3
IA-特別調整体:精神,IA,トレイルアイテム:菊池リプレイ,特別調整体:精神,トクヘツチョウセイタイセイシン,一般,,,,,3,3,,神崎博士によって、あなたは精神強化型の複製体として特別な調整プログラムを受けている。,あなたが行なう〈意志〉判定の達成値に+2する。このアイテムは「Dロイス:複製体」を取得しているキャラクターのみが取得できる。このアイテムの効果は3個まで重複する。,,,,,,,RU-特別調整体:精神,,,,,,,LM-複製体,0,3
IA-特別調整体:戦闘,IA,トレイルアイテム:菊池リプレイ,特別調整体:戦闘,トクヘツチョウセイタイセントウ,一般,,,,,3,3,,神崎博士によって、あなたは戦闘用の複製体として特別な調整プログラムを受けている。,あなたが行なう攻撃の判定の達成値に+1する。このアイテムは「Dロイス:複製体」を取得しているキャラクターのみが取得できる。このアイテムの効果は3個まで重複する。,,,,,,,RU-特別調整体:戦闘,,,,,,,LM-複製体,0,3
IA-特別調整体:調査,IA,トレイルアイテム:菊池リプレイ,特別調整体:調査,トクヘツチョウセイタイチョウサ,一般,,,,,3,3,,神崎博士によって、あなたは調査、捜査用の複製体として特別な調整プログラムを受けている。,あなたが行なう〈情報:~~〉判定の達成値に+2する。このアイテムは「Dロイス:複製体」を取得しているキャラクターのみが取得できる。このアイテムの効果は3個まで重複する。,,,,,,,RU-特別調整体:調査,,,,,,,LM-複製体,0,3
IA-艱難辛苦の心,IA,トレイルアイテム:菊池リプレイ,艱難辛苦の心,カンナンシンクノココロ,一般,,,,,5,5,,あなたが自由奔放な兄やUGN支部全滅など、辛い環境を味わった……あるいは現在進行形で味わっていることを表わす。この環境を教訓に、あなたは社会で生き抜く技術や頼りになる知り合いを手に入れた。,あなたが行なう〈調達〉〈情報:~~〉判定のダイスに+1個する。,,,,,,,RU-艱難辛苦の心,,,,,,,,0,5
IA-記憶の運び手,IA,トレイルアイテム:菊池リプレイ,記憶の運び手,キオクノハコヒテ,一般,,,,,15,15,,“世界の支配者”から継承した記憶を表わす。その記憶は、世界を支配する力を持つ。その記憶は世界を侵蝕し、あなたの望む状況を構築する。,あなたの《ワーディング》の効果中、シーンに登場しているキャラクターが判定を行なう直前に使用する。その判定のダイスに+2個する。この効果は1ラウンドに1回まで使用できる。このアイテムは「Dロイス:起源種」を取得しているキャラクターのみが取得できる。,,,,,,,RU-記憶の運び手,EA-ワーディング,,,,,,LM-起源種,0,15
IA-支配者の紋章,IA,トレイルアイテム:菊池リプレイ,支配者の紋章,シハイシャノモンショウ,一般,,,,,15,15,,あなたは“世界の支配者”の因子を持つ。その因子を使って世界を侵蝕し、他者を妨害する状況を構築する。,あなたの《ワーディング》の効果中、シーンに登場しているキャラクターが判定を行なう直前に使用する。その判定のダイスに−2個する。この効果は1ラウンドに1回まで使用できる。このアイテムは「Dロイス:古代種」を取得しているキャラクターのみが取得できる。,,,,,,,RU-支配者の紋章,EA-ワーディング,,,,,,LM-古代種,0,15
IA-支配者の微笑み,IA,トレイルアイテム:菊池リプレイ,支配者の微笑み,シハイシャノホホエミ,一般,,,,,30,30,,“世界の支配者”が持つ、出会った者を味方につけるカリスマを表わす。,メジャーアクションで使用する。シーンに登場しているキャラクターひとりと〈交渉〉による対決を行なう。あなたが勝利した場合、シナリオの間、この効果で対決に敗北したキャラクターが、あなたを対象に含む判定のダイスに−2個する。,,,,,,,RU-支配者の微笑み,,,,,,,,0,30
IA-クリムゾンエッグ,IA,トレイルアイテム:ブレイクアップ,クリムゾンエッグ,クリムソンエック,一般,,,,,5,5,,あなたの従者が、人をオーヴァード化させるΣトランスを散布できる器官を持っていることを表わすユニークアイテム。従者の形状は血のように赤い卵になることが多い。,あなたの従者がメジャーアクションで使用する。次にその従者のいるエンゲージにいるオーヴァードひとりが行なうメジャーアクションの判定のクリティカル値に−1(下限値6)する。この効果を使用した従者はそのメインプロセスの終了後、HPが0になる。,,,,,,,RU-クリムゾンエッグ,,,,,,,,0,5
