id,supplement,category,name,ruby,type,skill,acc,acc_int,atk,atk_int,guard,guard_int,rng,rng_int,procure,procure_int,stock,stock_int,exp,exp_int,rec,flavor,effect,price,rec_effect,ref_faq_id,ref_info_id,refed_power_id,refed_armor_id,refed_general_id,update,other_ver_id,rel_power_id,rel_weapon_id,rel_armor_id,rel_vehicle_id,rel_connection_id,rel_general_id,rel_dlois_id,type_order,cost_order
IA-フォールンシールド,IA,秘密兵器専用アイテム,フォールンシールド,フォールンシールト,白兵,〈白兵〉,0,0,2,2,8,8,至近,0,,,,,20,20,,EXレネゲイドに感染したことで、自在に硬度を変化できるようになった盾。,あなたがガードを行なう際に使用する。そのガードではこの武器のガード値に+5する。この効果を使用するたびに、あなたの侵蝕率に+1する。,,,,,,,,,上級-フォールンシールド LM-フォールンシールド,,,,,,,LM-秘密兵器,0,20
IA-スピナーシューター,IA,秘密兵器専用アイテム,スピナーシューター,スヒナーシューター,射撃,〈射撃〉,0,0,6,6,—,0,100m,100,,,,,20,20,,掌サイズの強靭な糸を発射する装置。敵を直接撃ち抜いたり、糸で拘束したりする他に離れた場所に引っ掛けて移動することもできる。,マイナーアクションで使用する。あなたは飛行状態で戦闘移動を行なう。この効果を使用するたびにあなたの侵蝕率に+1する。,,,,,,,,,,,,,,,,LM-秘密兵器,2,20
IA-ジャイロユーエフオー,IA,秘密兵器専用アイテム,ジャイロユーエフオー,シャイロユーエフオー,射撃,〈射撃〉,−1,-1,7,7,—,0,15m,15,,,,,20,20,,ジャイロ効果によって軌道を自在に操ることができるコンバットヨーヨー。さまざまなトリックによって変幻自在の攻撃が可能。,この武器による攻撃の判定のダイスを振った直後に使用する。その判定のダイス目ひとつを10に変更する。この効果は判定を行なっている最中にも使用できる。この効果は1シーンに1回まで使用できる。,,,,,,,,,,,,,,,,LM-秘密兵器,2,20
IA-フォールンピストル,IA,秘密兵器専用アイテム,フォールンピストル,フォールンヒストル,射撃,〈射撃〉,0,0,8,8,—,0,20m,20,,,,,20,20,,EXレネゲイドに感染した拳銃。使用者の意志により、弾道を自在に操ることができる。,この武器による射撃攻撃の判定の直前に使用する。その攻撃に対するリアクションのクリティカル値に+1する。この効果は1シナリオに3回まで使用できる。,,,,,,,,,上級-フォールンピストル LM-フォールンピストル,,,,,,,LM-秘密兵器,2,20
IA-フォールンガトリング,IA,秘密兵器専用アイテム,フォールンガトリング,フォールンカトリンク,射撃,〈射撃〉,−2,-2,13,13,—,0,150m,150,,,,,20,20,,EXレネゲイドに感染した機関砲。動力源を必要とせず、人間が携行できるレベルまで軽量化されている。,この武器による攻撃が「対象:単体」でない場合、その攻撃の攻撃力に+4する。両手持ち。至近不可。,,,,,,,,,HR-フォールンガトリング,,,,,,,LM-秘密兵器,2,20
IA-フォールンライフル,IA,秘密兵器専用アイテム,フォールンライフル,フォールンライフル,射撃,〈射撃〉,0,0,10,10,—,0,200m,200,,,,,20,20,,EXレネゲイドに感染したライフル。レネゲイドを沈静化する弾丸を放つ。,この武器を使用した射撃攻撃で、オーヴァード(ジャーム)の対象に1点でもHPダメージを与えた場合、そのラウンドの間、対象が行なう判定のダイスに−3個する。至近不可。,,,,,,,,,上級-フォールンライフル LM-フォールンライフル,,,,,,,LM-秘密兵器,2,20
IA-マシンワーデン,IA,秘密兵器専用アイテム,マシンワーデン,マシンワーテン,射撃,〈射撃〉,−1,-1,9,9,—,0,50m,50,,,,,20,20,,戦闘ロボに変形するAIバイク。ロボ形態では自律的に敵を攻撃し、所有者を守護する。このデータはロボ形態のもの。,あなたの装甲値の合計に+7する。また、マイナーアクションでバイク形態に変化できる。バイク時のデータは“バイク”となる。再びマイナーアクションでロボ形態に戻る。,,,,,,,,,,,,,,,,LM-秘密兵器,2,20
IA-レイジングシューター,IA,秘密兵器専用アイテム,レイジングシューター,レイシンクシューター,射撃,〈射撃〉,−2,-2,10/15,15,—,0,100m/500m,100,,,,,20,20,,EXレネゲイドに感染した対戦車砲。携行時と砲撃時の2種類の形状を持つ。,マイナーアクションで使用する。そのシーンの間、攻撃力、射程は/の右側となる。この効果は、この武器を一度使用するかシーン終了時に解除される。両手持ち。至近不可。,,,,,,,,,HR-レイジングシューター,,,,,,,LM-秘密兵器,2,20
IA-メタルスーツ,IA,秘密兵器専用アイテム,メタルスーツ,メタルスーツ,射撃,〈射撃〉,−3,-3,12,12,—,0,視界,,,,,,20,20,,さまざまな兵器を搭載したパワードスーツ。,この防具を装備している間、以下のデータの射撃武器を3つ装備しているものとして扱う。これらの射撃武器は武器の装備数に含めず、それぞれシナリオに1回まで使用できる。,,,,,,IA-メタルスーツ,,,,,,,,,,,2,20
IA-栄光と勝利の槍,IA,遺産継承者専用アイテム,栄光と勝利の槍,エイコウトショウリノヤリ,白兵/射撃,〈白兵〉/〈射撃〉,−1,-1,11,11,3,3,至近/視界,,購入不可,,不可,,,,,英雄が用いたとされる必勝の槍。投じれば狙った相手を必ず貫く。,「種別:射撃」で使用する場合、技能、射程はの右側となる。また、あなたは《カウンター》を1レベルで取得する。取得に経験点は必要なく、経験点を使用して成長できる。,契約者は常に勝利を追求させられる。侵蝕率基本値に+6する。,,,,,,,,LM-栄光と勝利の槍,EA-カウンター,,,,,,LM-遺産継承者 HR-遺産の器,1,999
IA-鬼切りの古太刀,IA,遺産継承者専用アイテム,鬼切りの古太刀,オニキリノコタチ,白兵,〈白兵〉,0,0,10,10,3,3,至近,0,購入不可,,不可,,,,,鬼を切ったとされる太刀。邪な魔術を断ち終わらせる力を持つ。,この武器による攻撃で1点でもダメージを与えた場合、対象が使用して効果が持続しているEロイスひとつを解除できる。ただし、GMが許可しない限り解除はできない。,契約者はジャームに嫌悪を覚えるようになる。侵蝕率基本値に+4する。,,,,,,,,LM-鬼切りの古太刀,,,,,,,LM-遺産継承者 HR-遺産の器,0,999
IA-乙女の旗,IA,遺産継承者専用アイテム,乙女の旗,オトメノハタ,白兵,〈白兵〉,−4,-4,11,11,9,9,至近,0,購入不可,,不可,,,,,かつて戦旗が掲げられた槍。契約に応じ幻の旗が現われ、旗手の守護の力を強化する。,あなたがカバーリングによって受けるHPダメージに−10する。,仲間を見捨てない自己犠牲の精神を持つ者だけがこの旗に選ばれる。侵蝕率基本値に+2する。,,,,,,,,,,,,,,,LM-遺産継承者 HR-遺産の器,0,999
IA-黒曜石のナイフ,IA,遺産継承者専用アイテム,黒曜石のナイフ,コクヨウセキノナイフ,白兵,〈白兵〉,−1,-1,12,12,1,1,至近,0,購入不可,,不可,,,,,かつてある神の祭器として用いられたナイフ。,この武器でみずからの心臓を刺し貫くことで契約が完了する。この武器を使用してHPダメージを与えた場合、あなたのHPを[10+【肉体】]点回復する。,契約者は定期的に供物の血を捧げることを求められる。攻撃に使用するたび、侵蝕率に+2する。,,,,,,,,,,,,,,,LM-遺産継承者 HR-遺産の器,0,999
IA-ジュラシックレコード,IA,遺産継承者専用アイテム,ジュラシックレコード,シュラシックレコート,白兵,〈白兵〉,−2,-2,12,12,4,4,至近,0,購入不可,,不可,,,,,恐竜の遺伝子が眠る謎の石斧。契約した人間の潜在能力を高める。また皮膚が鱗のように強靭になる。,取得時に能力値ひとつを選択する。選択した能力値に+2する。また、あなたの装甲値の合計に+10する。,契約者は火を恐れるようになる。侵蝕率基本値に+2する。,,,,,,,,HR-ジュラシックレコード,,,,,,,LM-遺産継承者 HR-遺産の器,0,999
IA-聖剣の王者,IA,遺産継承者専用アイテム,聖剣の王者,セイケンノオウシャ,白兵,〈白兵〉,0,0,15,15,7,7,至近,0,購入不可,,不可,,,,,数多ある伝説の剣の中でも、その王と呼ばれる鞘のない剣。,マイナーアクションで使用する。そのメインプロセスの間、この武器による攻撃のクリティカル値に−2する(下限値4)。この効果は1シナリオに1回まで使用できる。,契約者は力に飲まれぬ強さを求められる。あなたはバッドステータスの暴走を受けている間、攻撃が行なえない。,,,,,,,,RW-聖剣の王者,,,,,,,LM-遺産継承者 HR-遺産の器,0,999
IA-信仰の火,IA,遺産継承者専用アイテム,信仰の火,シンコウノヒ,射撃,〈射撃〉,−1,-1,9,9,—,0,50m,50,購入不可,,不可,,,,,ある傭兵が用いたというマスケット銃。契約者には啓示か心眼とも言うべき超感覚が宿る。,この武器による射撃攻撃の判定のダイスに+4個する。あなたがバッドステータスの暴走を受けていない場合、さらに攻撃力に+6する。至近不可。,契約者は徐々に視覚を失っていく。〈知覚〉判定のダイスに−2個する。,,,,,,,,,,,,,,,LM-遺産継承者 HR-遺産の器,2,999
IA-天空の隼,IA,遺産継承者専用アイテム,天空の隼,テンクウノハヤフサ,射撃,〈射撃〉,0,0,7,7,—,0,150m,150,購入不可,,不可,,,,,天空神の化身たる隼の像。本物の隼のように空を飛び敵を攻撃する。,取得時に【感覚】か【精神】を選択する。選択した能力値に+2する。また、あなたが行なう射撃攻撃の判定の達成値に+4する。,契約者は暗闇を忌避するようになる。侵蝕率基本値に+5する。,,,,,,,,,,,,,,,LM-遺産継承者 HR-遺産の器,2,999
IA-必中の弓,IA,遺産継承者専用アイテム,必中の弓,ヒッチュウノユミ,射撃,〈射撃〉,0,0,11,11,—,0,視界,,購入不可,,不可,,,,,どんな持ち主でも達人のごとき精度で扱える謎めいたロングボウ。,この武器による攻撃の判定の達成値に+10する。また、その判定ではエフェクトによるダイスを減らす修正を受けない。両手持ち。至近不可。,契約者は絶対必中を強要される。攻撃が命中しなかった場合、あなたはバッドステータスの暴走を受ける。,,,,,,,,HR-必中の弓,,,,,,,LM-遺産継承者 HR-遺産の器,2,999
IA-銀色の腕,IA,遺産継承者専用アイテム,銀色の腕,キンイロノウテ,白兵,〈白兵〉,0,0,11,11,7,7,至近,0,購入不可,,不可,,,,,魔を断つ力を持つ銀色の義手。,素手のデータを以下に変更する。また、攻撃のダメージロールの直前に使用する。その攻撃のダメージに+3Dする。この効果は1シナリオに1回まで使用できる。,この腕は契約者の生命を燃やしカに変える。素手を使用した攻撃かガードを行なうたび、あなたはHPを2点失う。,,105,,,,IA-銀色の腕,,,,,,,,,,0,999
IA-キーンナイフ,IA,FHアイテム,キーンナイフ,キーンナイフ,白兵/射撃,〈白兵〉/〈射撃〉,0,0,5,5,1,1,至近/10m,10,購入不可,,2,2,,,,驚くべき鋭さを持つ、FH製のコンバットナイフ。,「種別:射撃」で使用する場合、技能、射程はの右側となる。また、この武器による攻撃は対象の装甲値に−5(最低0)してダメージを算出する。,,,,,,,,,PE-キーンナイフ,,,,,,,,1,2
IA-キーンナイフツヴァイ,IA,FHアイテム,キーンナイフツヴァイ,キーンナイフツウァイ,白兵/射撃,〈白兵〉/〈射撃〉,−1,-1,7,7,1,1,至近/10m,10,購入不可,,5,5,,,,改良型のキーンナイフ。切断力が向上している。,「種別:射撃」で使用する場合、技能、射程は/の右側となる。この武器による攻撃は対象の装甲値に−5(最低0)してダメージを算出する。,,,,,,,,,HR-キーンナイフツヴァイ,,,,,,,,1,5
IA-クロススラスト,IA,FHアイテム,クロススラスト,クロススラスト,白兵,〈白兵〉,−2,-2,10,10,3,3,至近,0,購入不可,,5,5,,,,FH製の槍。普段は1メートルほどの棒に偽装しているが、スイッチを入れることで2メートル弱の槍に展開する。,この武器による攻撃の対象が行なうリアクションの判定のダイスに−1個する。両手持ち。,,,,,,,,,PE-クロススラスト,,,,,,,,0,5
IA-ジェノサイドイーグル,IA,FHアイテム,ジェノサイドイーグル,シェノサイトイークル,白兵/射撃,〈白兵〉/〈射撃〉,−1,-1,7,7,0,0,至近/30m,30,購入不可,,10,10,,,,自動追尾性能を有する小型ブーメラン。直撃時の衝撃を利用して、別の標的に向かう特性がある。,「種別:射撃」で使用する場合、技能、射程は/の右側となる。また、この武器による攻撃が2体以上に命中した場合、その攻撃の攻撃力に+5する。,,,,,,,,,HR-ジェノサイドイーグル,,,,,,,,1,10
IA-スイングレイジ,IA,FHアイテム,スイングレイジ,スインクレイシ,白兵,〈白兵〉,−4,-4,10,10,1,1,至近,0,購入不可,,10,10,,,,FH製の鎖とトゲ付き鉄球を組み合わせた武器。,マイナーアクションで使用する。そのメインプロセスの間、この武器による攻撃の攻撃力に+5する。両手持ち。,,,,,,,,,,,,,,,,,0,10
IA-ヴェノムスピナー,IA,FHアイテム,ヴェノムスピナー,ウェノムスヒナー,白兵,〈白兵〉,−2,-2,8,8,2,2,至近,0,購入不可,,15,15,,,,刺突剣とランスを足し合わせたような形状の武器。攻撃の際に敵に毒を打ち込む。,この武器による攻撃で1点でもHPダメージを与えた場合、対象にバッドステータスの邪毒を与える。邪毒のランクは2とする。その攻撃でエフェクトの効果で邪毒を与える場合、代わりにその邪毒のランクに+1する。,,,,,,,,,HR-ヴェノムスピナー,,,,,,,,0,15
IA-イノセントブレード,IA,FHアイテム,イノセントブレード,イノセントフレート,白兵,〈白兵〉,0,0,8,8,3,3,至近,0,購入不可,,18,18,,,,レネゲイドの影響を受けやすい、特殊な材質で作られた剣。,この武器による攻撃の判定にエフェクトを組み合わせていた場合、その判定のダイスに+2個する。,,,,,,,,,PE-イノセントブレード,,,,,,,,0,18
IA-トツカ,IA,FHアイテム,トツカ,トツカ,白兵,〈白兵〉,−5,-5,16,16,8,8,至近,0,購入不可,,40,40,,,,5人がかりでようやく動かせる巨大な剣。,あなたの【行動値】に−5する。この武器による白兵攻撃の判定の直前に使用する。その攻撃の攻撃力に+【肉体】する。この効果を使用するたびにあなたの侵蝕率に+2する。両手持ち。,,,104,,,,,,PE-トツカ,,,,,,,,0,40
IA-バラキエル,IA,FHアイテム,バラキエル,ハラキエル,白兵,〈白兵〉,−3,-3,9,9,10,10,至近,0,購入不可,,40,40,,,,骨のような材質のEXレネゲイドに感染した蛇状剣。その異様な外観から死亡したジャームを素材にしているという噂がある。,この武器による攻撃で対象に1点でもHPダメージを与えた場合、あなたのHPを【肉体】点回復する。この効果を受けるたび、あなたの侵蝕率に+2する。両手持ち。,,,,,,,,,HR-バラキエル,,,,,,,,0,40
IA-ガードシールド,IA,FHアイテム,ガードシールド,カートシールト,白兵,〈白兵〉,0,0,1,1,6,6,至近,0,購入不可,,8,8,,,,身につけた者の動きを損なうことなく、防御を行なえるようにしたシールド。,あなたがガードを行なう際に使用する。そのガードでは、この武器のガード値に+5する。この効果は1ラウンドに1回まで使用できる。,,,,,,,,,PE-ガードシールド,,,,,,,,0,8
IA-グランドシールド,IA,FHアイテム,グランドシールド,クラントシールト,白兵,〈白兵〉,−4,-4,2,2,5,5,至近,0,購入不可,,15,15,,,,大型の盾。所持者の感情の昂ぶりに合わせて、特殊な力場を発生させる装置を内蔵している。,この武器によるガードにエフェクトを使用した場合、そのガードではこの武器のガード値に+10する。ただし、この武器によるガードを行なうたびにあなたの侵蝕率に+2する。,,,,,,,,,,,,,,,,,0,15
IA-STALKER,IA,FHアイテム,STALKER,ストーカー,射撃,〈射撃〉,0,0,4,4,—,0,20m,20,購入不可,,5,5,,,,特殊な精神強化を施したエージェント向けに開発された拳銃。肉体の反射を利用して照準を自動的に補正する。,この武器による射撃攻撃の攻撃力に+[あなたが所持する“精神強化手術”の数×2](最大6)する。,,,,,,,,,HR-STALKER,,,,,,IA-精神強化手術,,2,5
IA-FHG-666,IA,FHアイテム,FHG-666,FHG,射撃,〈射撃〉,0,0,6,6,—,0,20m,20,購入不可,,6,6,,,,FHが開発した、隠匿性能、威力、命中精度ともに優れた拳銃。表の業界で出回っている、どのような銃にも存在しない技術が使用されているという。,この武器による〈射撃〉判定のダイスに+1個する。,,,,,,,,,PE-FHG-666,,,,,,,,2,6
IA-ラピッドファイア,IA,FHアイテム,ラピッドファイア,ラヒットファイア,射撃,〈射撃〉,−1,-1,9,9,—,0,50m,50,購入不可,,10,10,,,,特殊弾頭を扱うアサルトライフル。対人、対物ともに高い破壊性能を誇る。,この武器による攻撃の対象を決定する直前に使用する。その攻撃を「対象:範囲(選択)」に変更する。この効果は攻撃に組み合わせたエフェクトの対象より優先する。この効果は1シーンに1回まで使用できる。両手持ち。至近不可。,,,,,,,,,PE-ラピッドファイア,,,,,,,,2,10
IA-レーザーライフル,IA,FHアイテム,レーザーライフル,レーサーライフル,射撃,〈射撃〉,0,0,8,8,—,0,200m,200,購入不可,,12,12,,,,レーザーを射出するライフル。複雑な機構を持つため、使用には高度な知識が必要となる。,装備には〈知識:機械工学〉が4レベル以上必要。この武器による射撃攻撃は対象の装甲値を無視してダメージを算出する。この武器は1シナリオに3回まで使用できる。両手持ち。至近不可。レアアイテム。,,,,,,,,,PE-レーザーライフル,,,,,,,,2,12
IA-サイレントシーカー,IA,FHアイテム,サイレントシーカー,サイレントシーカー,射撃,〈射撃〉,−1,-1,10,10,—,0,15m,15,購入不可,,20,20,,,,襲撃に適した携帯性、静音性を持つサブマシンガン。有効射程は短いが、殺傷力は高い。,この武器による攻撃を行なう際、あなたが隠密状態の場合、そのダメージに+2Dする。,,,,,,,,,HR-サイレントシーカー,,,,,,,,2,20
IA-Rカノン,IA,FHアイテム,Rカノン,Rカノン,射撃,〈射撃〉,−3,-3,8,8,—,0,100m,100,購入不可,,25,25,,,,EXレネゲイドを感染させたライフル。使用者の集中力に反応し、エネルギーを増幅する装置を搭載している。,この武器による攻撃の判定の直前に使用する。その攻撃の攻撃力に+【感覚】する。この効果は1シーンに1回まで使用できる。,,,,,,,,,PE-Rカノン,,,,,,,,2,25
IA-悪魔の銃,IA,FHアイテム,悪魔の銃,アクマノシュウ,射撃,〈射撃〉,−1,-1,10,10,—,0,20m,20,購入不可,,30,30,,,,EXレネゲイドを感染させた拳銃。この銃に宿るウィルスは、使用者や攻撃の対象を侵蝕しようとする。,この武器による射撃攻撃が命中した場合、対象の侵蝕率に+5する。この武器で攻撃するたびに、あなたの侵蝕率に+3する。至近不可。,,,,,,,,,PE-悪魔の銃,,,,,,,,2,30
IA-ヴィークル用レールキャノン,IA,FHアイテム,ヴィークル用レールキャノン,ウィークルヨウレールキャノン,射撃,〈射撃〉,−3,-3,20,20,—,0,1000m,1000,購入不可,,50,50,,,,FHが開発した、巨大な電磁砲。,搭載火器。至近不可。レアアイテム。,,,,,,,,,PE-ヴィークル用レールキャノン,,,,,,,,2,50
IA-滅びの刃,IA,FHアイテム,滅びの刃,ホロヒノヤイハ,白兵,〈白兵〉,0/−2,0,10/20,20,6/9,9,至近,0,購入不可,,50,50,,,,大量のEXレネゲイドに感染した日本刀。普段は切れ味が鋭いだけの武器だが、所有者の侵蝕率が高まると本来の切れ味を取り戻す。同時に、刃の形がまるで怪物のかぎ爪のように変化するという。,この武器による攻撃を行なうたびに、メインプロセスの終了時にあなたの侵蝕率に+2する。また、あなたの侵蝕率が100%以上の場合、命中、攻撃力、ガード値は/の右側となる。レアアイテム。,,,,,,,,,PE-滅びの刃,,,,,,,,0,50
IA-天雷の銃,IA,FHアイテム,天雷の銃,テンライノシュウ,射撃,〈射撃〉,−2,-2,9,9,—,0,300m,300,購入不可,,60,60,,,,標的の命を必ず奪うといわれる呪われた銃。その銃弾はまるで運命に導かれるように標的の急所を貫くが、同時に使用者の命を奪う危険性もある。,この武器による射撃攻撃の判定の直前に使用する。あなたは30点以下の任意のHPを消費する。その判定の達成値に+[消費したHP]する。ただしこの効果で0以下になるようにHPを消費することはできない。この効果を使用するたびに、あなたの侵蝕率に+4する。レアアイテム。,,,,,,,,,PE-天雷の銃,,,,,,,,2,60
IA-ギャリソンズシールド,IA,エンブレムアイテム:UGNエージェント,ギャリソンズシールド,キャリソンスシールト,エンブレム/白兵,〈白兵〉,−3,-3,2,2,6,6,至近,0,,,,,15,15,,要人警護などみずからの身を危険に晒しながらも他人を守るエージェントが愛用する盾。,カバーリングを行なう直前に使用する。このカバーリングの間、あなたのガード値に+【精神】する。この効果は1ラウンドに1回まで使用できる。,,,,,,,,,UG-ギャリソンズシールド,,,,,,IA-†エバースタンド,,3,15
IA-アサシネイター,IA,エンブレムアイテム:UGNエージェント,アサシネイター,アサシネイター,エンブレム/射撃,〈射撃〉,−1,-1,7,7,—,0,20m,20,,,,,15,15,,暗殺や殲滅を主に行なうエージェントのために開発された拳銃。目標が動くことでできる隙を感知する照準器が内蔵されている。,この武器による射撃攻撃の判定のダイスに+3個する。この効果は行動済みのキャラクターのみを対象にした時に適用する。,,,,,,,,,UG-アサシネイター,,,,,,,,5,15
IA-ゾディアックウェポン,IA,エンブレムアイテム:UGNチルドレン,ゾディアックウェポン,ソティアックウェホン,エンブレム/白兵,〈白兵〉,−3,-3,11,11,3,3,至近,0,,,,,15,15,,戦闘能力に秀でたチルドレンにのみ渡されるUGNに12本しかない大剣。使用者のレネゲイドに反応することで切れ味を増す。,この武器による攻撃にエフェクトを組み合わせた場合、その攻撃のダメージに+1Dする。この効果を適用するたび侵蝕率に+2する。両手持ち。,,,,,,,,,UG-ゾディアックウェポン,,,,,,IA-†スターアリズン,,3,15
IA-デストロイヤー,IA,エンブレムアイテム:UGN本部エージェント,デストロイヤー,テストロイヤー,エンブレム/射撃,〈射撃〉,−1,-1,20,20,—,0,300m,300,,,,,30,30,,本部命令で開発された対ジャームライフル。扱いが難しく、限られた人間しか利用できない。,使用には〈射撃〉6レベル以上が必要。この武器による攻撃に対してガードを行なえず、攻撃の対象の装甲値を無視してダメージを算出する。この武器は1シナリオに1回まで使用できる。,,,,,,,,,UG-デストロイヤー,,,,,,,,5,30
IA-カウンシラーズエッジ,IA,エンブレムアイテム:アクシズ,カウンシラーズエッジ,カウンシラースエッシ,エンブレム/白兵,〈白兵〉,−1,-1,3,3,1,1,至近,0,,,,,30,30,,評議員となった者に渡される細身の短剣。EXレネゲイドに感染しており、傷つけた者のレネゲイドを不安定化させる。,この武器による攻撃で対象に1点でもHPダメージを与えた場合、そのラウンドの間、対象が行なうエフェクトを組み合わせた判定のクリティカル値に+1する。,,,,,,,,,UG-カウンシラーズエッジ,,,,,,,,3,30
IA-コマンダーズエッジ,IA,エンブレムアイテム:UGN共通,コマンダーズエッジ,コマンタースエッシ,エンブレム/白兵,〈白兵〉,0,0,5,5,2,2,至近,0,,,,,5,5,,優れたチームのリーダーに贈られるサバイバルナイフ。これを持っていることは類まれなカリスマや指揮能力を持つことの証である。,取得には【社会】5以上が必要。セットアッププロセスで使用する。そのラウンドの間、あなたと同じエンゲージにいる任意のキャラクターすべての攻撃力に3する。,,,,,,,,,,,,,,,,,3,5
IA-紅い盾,IA,エンブレムアイテム:UGN共通,紅い盾,アカイタテ,エンブレム/白兵,〈白兵〉,−1,-1,4,4,8,8,至近,0,,,,,15,15,,強化プラスチックシールド。EXレネゲイドを帯びた特殊素材で作られており、若干の赤みを帯びている。使用者がたびたび変わるともいわれている。,この武器のガード値に+[〈意志〉レベル]する。,,,,,,,,,,,,,,,,,3,15
IA-グラスウォール,IA,エンブレムアイテム:UGN共通,グラスウォール,クラスウォール,エンブレム/白兵,〈白兵〉,0,0,3,3,12,12,至近,0,,,,,15,15,,特殊素材で作られた強化プラスチックシールド。耐久性に難がある。,この武器は1シナリオに3回まで使用できる。,,,,,,,,,,,,,,,,,3,15
IA-ベスティアウェポン,IA,エンブレムアイテム:UGN共通,ベスティアウェポン,ヘスティアウェホン,エンブレム/射撃,〈射撃〉,−2,-2,9,9,—,0,100m,100,,,,,15,15,,UGNに12本しか存在しないという謎の刻印がされた銃。それぞれ形状が異なり優れた破壊力を持つが、使用者の生命力を奪う性質を持つ。,この武器による攻撃のダメージに+1Dする。ただし、この効果を受けるたびにあなたはHPを3点失う。両手持ち。至近不可。,,,,,,,,,,,,,,,,,5,15
IA-クライベイビー,IA,エンブレムアイテム:UGN共通,クライベイビー,クライヘイヒー,エンブレム/射撃,〈射撃〉,−3,-3,11,11,—,0,50m,50,,,,,20,20,,優れたジャームハンターにのみ貸し出されるEXレネゲイドに感染した銃。自己修復能力を持ち、何度壊れてもより凶悪な姿となって再生する。,この武器が破壊された時に使用する。その破壊を打ち消す。この効果を使用した時、侵蝕率に+2する。,,,,,,,,,,,,,,,,,5,20
IA-デバウラー,IA,エンブレムアイテム:FHエージェント,デバウラー,テハウラー,エンブレム/白兵,〈白兵〉,−6,-6,13,13,1,1,至近,0,,,,,15,15,,曲がりくねった刀身の巨大な剣。所持者の理性が侵蝕されるほどに剣も成長することから貪る者という異名で呼ばれる。複数存在が確認されており、その“性格”には微妙な個体差が存在する。,あなたの侵蝕率が100%以上の場合、この武器は「命中:0」となり、またこの武器を使用した攻撃の判定のダイスに+2個する。両手持ち。,,,,,,,,,HR-デバウラー,,,,,,,,3,15
IA-カリギュラ,IA,エンブレムアイテム:FHセルリーダー,カリギュラ,カリキュラ,エンブレム/射撃,〈交渉〉,0,0,解説参照,,—,0,視界,,,,,,15,15,,あなたがセルを恐怖によって支配していることを表わすエンブレムアイテム。そのひと睨みが、ナイフよりも鋭い刃となることを、あなたは熟知している。,この武器は「攻撃力:[あなたの〈交渉〉のレベル](最大10)」となる。また、あなたが行なう「技能:〈交渉〉」のエフェクトの攻撃力に+[この武器の攻撃力]する。,,,,,,,,,UG-カリギュラ,,,,,,,,5,15
IA-ミリオンベイン,IA,エンブレムアイテム:マスターエージェント,ミリオンベイン,ミリオンヘイン,エンブレム/白兵,〈白兵〉,−3,-3,24,24,12,12,至近,0,,,,,50,50,,ひと振りで一軍を退けるという規格外な大きさの槍。マスターエージェントのみが触れることを許される、まさに対軍存在というべき武器だ。,この武器による攻撃かガードを行なうたび、あなたの侵蝕率に+3する。両手持ち。,,,,,,,,,HR-ミリオンベイン,,,,,,,,3,50
IA-雷将神器,IA,エンブレムアイテム:FH共通,雷将神器,ライショウシンキ,エンブレム/白兵/射撃,〈白兵〉/〈射撃〉,0,0,12,12,4,4,至近/50m,50,,,,,15,15,,FHが東アジアの遺跡で発見した斬打投射に対応する矛のような武器。12本が発見されたが、その多くが組織内での争奪戦により散逸した。,「種別:射撃」で使用する場合、技能、射程は/の右側となる。また、この武器による攻撃の判定の達成値に+4する。両手持ち。,,,,,,,,,,,,,,,,,4,15
IA-黄金銃,IA,エンブレムアイテム:ギルド,黄金銃,オウコンシュウ,エンブレム/射撃,〈射撃〉,−1,-1,7,7,—,0,20m,20,,,,,15,15,,ギルド内の裏切り者を粛清するギルド監察官に渡される拳銃。対レネゲイド用の特殊弾を使用できる。,この武器による攻撃の判定の直前に使用する。その攻撃の攻撃力に+5する。この効果は1シナリオに5回まで使用できる。,,,,,,,,,UG-黄金銃,,,,,,,,5,15
IA-伝説の白鞘,IA,エンブレムアイテム:鴻央会,伝説の白鞘,テンセツノシロサヤ,エンブレム/白兵,〈白兵〉,−3,-3,9,9,3,3,至近,0,,,,,30,30,,日本刀の業物と、それを納めるEXレネゲイドに感染した白鞘。鞘には所有者の生命を吸い取る力がある。,この武器による攻撃のダメージロールの直前に使用する。あなたは10点以下の任意のHPを消費する。その攻撃の攻撃力に+[消費したHP×2]する。この効果は1シナリオに1回まで使用できる。,,,,,,,,,UG-伝説の白鞘,,,,,,,,3,30
IA-暴走剣,IA,エンブレムアイテム:ステイト・オブ・グレイス,暴走剣,ホウソウケン,エンブレム/白兵,〈白兵〉,−3,-3,15,15,3,3,至近,0,,,,,15,15,,テンペストが開発に失敗して隔離倉庫に封印していた剣を、ステイト・オブ・グレイスが倉庫から盗み出したもの。体内のレネゲイドを暴走状態にして破壊力を増大させる。,この武器を装備している間、あなたはバッドステータスの暴走を受ける。この暴走は、この武器を装備から解除するまで回復できない。,,,,,,,,,UG-暴走剣,,,,,,,,3,15
IA-ブラスター666,IA,エンブレムアイテム:ステイト・オブ・グレイス,ブラスター666,フラスター,エンブレム/射撃,〈射撃〉,−2,-2,14,14,—,0,20m,20,,,,,20,20,,ステイト・オブ・グレイスの研究チームが作り上げた熱光線銃。強力だが、その動作はやや不安定である。,この武器による攻撃の直後に1Dを振る。そのダイス目が1だった場合、この武器は破壊される。,,,,,,,,,,,,,,,,,5,20
